I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3, 
24, 39, 14, -31, 4, 26, -24, -58, 0, 4, 43, 58, -19, -19, -14, 
19, 39, 19, -29, 0, 29, -29, -63, -4, 0, 39, 58, -14, -19, -14, 
19, 34, 14, -26, 2, 24, -29, -58, -4, 0, 34, 58, -14, -19, -14, 
14, 24, 9, -19, 2, 17, -29, -48, -9, 0, 34, 53, -14, -19, -14, 
24, 34, 9, -29, 7, 21, -39, -48, -9, 4, 29, 48, -24, -19, -14, 
14, 34, 19, -24, -2, 26, -39, -53, -14, 0, 29, 43, -19, -29, -14, 
24, 39, 14, -31, 4, 26, -39, -53, -14, 0, 29, 43, -19, -29, -14, 
29, 39, 9, -34, 9, 24, -39, -53, -14, 0, 29, 48, -19, -29, -14, 
29, 34, 4, -31, 12, 19, -39, -43, -19, -9, 19, 39, -14, -34, -14, 
34, 34, 0, -34, 17, 17, -39, -43, -19, -9, 19, 39, -14, -34, -14, 
34, 29, -4, -31, 19, 12, -43, -43, -24, -14, 19, 39, -14, -39, -14, 
29, 14, -14, -21, 21, 0, -43, -48, -24, -14, 14, 39, -14, -39, -14, 
29, 14, -14, -21, 21, 0, -43, -48, -24, -14, 24, 34, -4, -39, -24, 
29, 19, -9, -24, 19, 4, -48, -48, -29, -14, 14, 34, -9, -39, -24, 
29, 24, -4, -26, 17, 9, -48, -48, -29, -14, 4, 34, -14, -39, -24, 
29, 24, -4, -26, 17, 9, -48, -48, -29, -19, 4, 34, -14, -34, -24, 
34, 24, -9, -29, 21, 7, -34, -63, -29, -19, 14, 43, -9, -29, -14, 
34, 24, -9, -29, 21, 7, -34, -68, -29, -19, 14, 43, -9, -29, -14, 
29, 19, -9, -24, 19, 4, -34, -68, -29, -19, 9, 43, -9, -29, -14, 
24, 19, -4, -21, 14, 7, -39, -63, -39, -19, 9, 43, -9, -29, -14, 
29, 14, -14, -21, 21, 0, -29, -53, -29, -24, 9, 43, -9, -39, -14, 
29, 19, -9, -24, 19, 4, -29, -53, -29, -24, 14, 43, -4, -29, -14, 
39, 34, -4, -36, 21, 14, -24, -53, -24, -19, 14, 48, -4, -29, -14, 
39, 43, 4, -41, 17, 24, -24, -53, -24, -19, 14, 58, -4, -34, -14, 
29, 39, 9, -34, 9, 24, -34, -43, -24, -19, 9, 48, -4, -34, -24, 
9, 24, 14, -17, -2, 19, -39, -43, -29, -19, 9, 48, -4, -34, -24, 
0, 14, 14, -7, -7, 14, -39, -43, -29, -24, 14, 43, -9, -34, -24, 
-14, 4, 19, 4, -17, 12, -34, -43, -29, -24, 14, 43, -9, -34, -24, 
-24, 0, 24, 12, -24, 12, -24, -43, -29, -24, 19, 53, -9, -34, -14, 
-19, -4, 14, 12, -17, 4, -29, -43, -29, -29, 14, 58, -9, -34, -14, 
-19, -4, 14, 12, -17, 4, -29, -43, -29, -29, 14, 58, -9, -34, -14, 
-19, -4, 14, 12, -17, 4, -29, -43, -29, -24, 14, 58, -9, -29, -14, 
-14, 0, 14, 7, -14, 7, -39, -43, -39, -24, 14, 58, -9, -29, -14, 
-9, 9, 19, 0, -14, 14, -39, -43, -39, -24, 14, 63, -9, -29, -14, 
-4, 14, 19, -4, -12, 17, -39, -43, -39, -24, 19, 63, -9, -29, -9, 
0, 24, 24, -12, -12, 24, -39, -39, -34, -24, 24, 63, -4, -29, -9, 
9, 14, 4, -12, 2, 9, -39, -39, -34, -24, 19, 53, -4, -34, -19, 
9, 14, 4, -12, 2, 9, -39, -39, -34, -24, 14, 53, 0, -34, -19, 
9, 14, 4, -12, 2, 9, -39, -39, -29, -19, 9, 53, 0, -34, -19, 
4, 14, 9, -9, -2, 12, -39, -39, -29, -19, 0, 53, -4, -39, -19, 
4, 19, 14, -12, -4, 17, -29, -29, -24, -24, 0, 63, -4, -29, -9, 
0, 4, 4, -2, -2, 4, -29, -29, -24, -24, 4, 63, -9, -29, -14, 
-4, 0, 4, 2, -4, 2, -29, -29, -24, -29, 9, 58, -9, -29, -14, 
-4, 0, 4, 2, -4, 2, -29, -24, -24, -29, 14, 58, -9, -29, -14, 
-4, 4, 9, 0, -7, 7, -29, -24, -19, -29, 19, 68, -9, -19, -4, 
-4, 9, 14, -2, -9, 12, -29, -24, -19, -29, 19, 73, -9, -19, 0, 
-4, 14, 19, -4, -12, 17, -24, -24, -19, -24, 19, 73, -9, -19, 0, 
-9, 14, 24, -2, -17, 19, -24, -19, -19, -19, 29, 73, -9, -19, 0, 
-19, 4, 24, 7, -21, 14, -34, -19, -24, -24, 24, 68, -4, -24, -4, 
-4, 4, 9, 0, -7, 7, -34, -19, -24, -24, 19, 68, -4, -24, -9, 
-4, 9, 14, -2, -9, 12, -34, -19, -24, -24, 14, 63, -4, -24, -14, 
-4, 9, 14, -2, -9, 12, -34, -19, -24, -19, 9, 63, -4, -24, -19, 
-14, 9, 24, 2, -19, 17, -29, -9, -9, -19, 14, 68, -4, -19, -9, 
-14, 9, 24, 2, -19, 17, -29, -4, -9, -19, 19, 68, -4, -19, -9, 
-19, 9, 29, 4, -24, 19, -29, -4, -9, -19, 24, 68, -4, -24, -9, 
-19, 9, 29, 4, -24, 19, -39, -9, -9, -19, 29, 63, -14, -24, -9, 
-14, 9, 24, 2, -19, 17, -29, 0, -4, -14, 29, 63, -4, -14, 0, 
-4, 14, 19, -4, -12, 17, -29, 0, -4, -9, 29, 53, 0, -14, 0, 
0, 24, 24, -12, -12, 24, -29, 0, -4, -4, 24, 53, 0, -14, -4, 
4, 29, 24, -17, -9, 26, -29, 4, -4, 0, 24, 53, -4, -14, -4, 
-4, 19, 24, -7, -14, 21, -14, 19, -4, 0, 39, 43, -4, -4, -4, 
-9, 19, 29, -4, -19, 24, -14, 19, -4, 0, 39, 43, -4, -4, -4, 
-9, 19, 29, -4, -19, 24, -14, 19, -4, 0, 39, 39, -4, -4, -4, 
0, 19, 19, -9, -9, 19, -14, 19, 0, 0, 39, 39, -4, -4, -4, 
0, 14, 14, -7, -7, 14, -14, 19, 4, 0, 29, 39, -14, -4, -4, 
0, 14, 14, -7, -7, 14, -14, 19, 4, 0, 29, 34, -14, -4, -4, 
0, 14, 14, -7, -7, 14, -14, 24, 4, 0, 29, 34, -14, -4, -4, 
9, 14, 4, -12, 2, 9, -14, 24, 4, 0, 29, 39, -14, -4, -4, 
14, 24, 9, -19, 2, 17, -24, 14, -4, -4, 24, 29, -14, -9, -14, 
14, 24, 9, -19, 2, 17, -24, 24, 0, -4, 29, 29, -14, -9, -14, 
9, 24, 14, -17, -2, 19, -24, 29, 4, -4, 29, 29, -14, -9, -9, 
9, 24, 14, -17, -2, 19, -24, 29, 4, 0, 29, 29, -14, -9, -9, 
9, 29, 19, -19, -4, 24, -19, 19, 0, 4, 34, 24, -14, -14, -9, 
9, 29, 19, -19, -4, 24, -19, 19, 0, 4, 34, 24, -19, -14, -9, 
19, 24, 4, -21, 7, 14, -19, 19, 0, 4, 29, 24, -19, -14, -14, 
19, 19, 0, -19, 9, 9, -14, 14, 0, 0, 29, 19, -19, -14, -14, 
29, 19, -9, -24, 19, 4, -14, 24, 4, 0, 29, 19, -19, -4, -14, 
24, 24, 0, -24, 12, 12, -19, 24, 4, 4, 29, 24, -19, -4, -14, 
24, 24, 0, -24, 12, 12, -19, 24, 9, 4, 29, 24, -19, -9, -14, 
29, 24, -4, -26, 17, 9, -19, 29, 9, 4, 34, 24, -19, -9, -14, 
39, 24, -14, -31, 26, 4, -14, 19, 9, -4, 24, 24, -19, -14, -24, 
39, 29, -9, -34, 24, 9, -14, 19, 14, 0, 24, 29, -19, -14, -24, 
43, 39, -4, -41, 24, 17, -14, 19, 19, 0, 34, 29, -19, -14, -24, 
43, 39, -4, -41, 24, 17, -14, 19, 19, 0, 34, 34, -19, -9, -24, 
34, 29, -4, -31, 19, 12, -14, 34, 19, 4, 39, 43, -24, -9, -9, 
29, 34, 4, -31, 12, 19, -9, 39, 24, 4, 39, 48, -24, -9, -9, 
29, 34, 4, -31, 12, 19, -9, 39, 24, 9, 39, 48, -29, -9, -9, 
29, 24, -4, -26, 17, 9, -14, 34, 14, 9, 29, 43, -29, -14, -14, 
14, 34, 19, -24, -2, 26, -19, 34, 24, 14, 39, 48, -19, -4, -4, 
14, 34, 19, -24, -2, 26, -14, 34, 24, 14, 43, 58, -19, -4, -4, 
14, 34, 19, -24, -2, 26, -4, 34, 29, 19, 53, 73, -19, -4, -4, 
14, 29, 14, -21, 0, 21, 0, 34, 29, 19, 58, 78, -19, 0, -4, 
24, 29, 4, -26, 9, 17, -9, 34, 29, 19, 53, 78, -9, -9, -4, 
24, 29, 4, -26, 9, 17, -9, 34, 34, 14, 48, 82, -9, -14, -4, 
39, 34, -4, -36, 21, 14, -9, 34, 34, 9, 43, 87, -9, -14, -4, 
43, 39, -4, -41, 24, 17, -9, 34, 34, 4, 43, 92, -9, -9, -4, 
34, 43, 9, -39, 12, 26, -19, 29, 24, 4, 43, 82, -19, -9, -9, 
19, 43, 24, -31, -2, 34, -19, 29, 24, 4, 43, 87, -19, -9, -9, 
19, 39, 19, -29, 0, 29, -19, 29, 24, 4, 48, 87, -19, -9, -9, 
19, 39, 19, -29, 0, 29, -19, 29, 19, 9, 48, 82, -14, -9, -9, 
9, 24, 14, -17, -2, 19, -19, 14, 9, 0, 39, 78, -24, -24, -24, 
9, 19, 9, -14, 0, 14, -24, 14, 9, -9, 39, 68, -29, -24, -29, 
9, 4, -4, -7, 7, 0, -24, 14, 9, -9, 34, 63, -29, -24, -29, 
9, 9, 0, -9, 4, 4, -24, 9, 4, -14, 29, 58, -34, -29, -29, 
9, 9, 0, -9, 4, 4, -24, 9, 14, -4, 39, 58, -24, -19, -19, 
9, 9, 0, -9, 4, 4, -24, 9, 14, 4, 43, 58, -24, -14, -14, 
9, 9, 0, -9, 4, 4, -24, 19, 14, 4, 43, 58, -24, -14, -14, 
24, 14, -9, -19, 17, 2, -24, 19, 14, 4, 43, 48, -19, -14, -14, 
24, 14, -9, -19, 17, 2, -24, 19, 9, 0, 34, 43, -24, -14, -19, 
19, 14, -4, -17, 12, 4, -19, 19, 9, 0, 34, 34, -24, -14, -19, 
14, 14, 0, -14, 7, 7, -19, 14, 4, -4, 34, 24, -29, -14, -24, 
4, 0, -4, -2, 4, -2, -34, 4, 0, -24, 24, 9, -34, -19, -24, 
4, 4, 0, -4, 2, 2, -24, 14, 4, -14, 34, 9, -34, -24, -14, 
4, 4, 0, -4, 2, 2, -19, 14, 4, -9, 39, 4, -34, -24, -14, 
9, 4, -4, -7, 7, 0, -19, 14, 4, -4, 39, 0, -34, -19, -19, 
14, 4, -9, -9, 12, -2, -19, 9, 4, -4, 39, -4, -29, -19, -19, 
14, 14, 0, -14, 7, 7, -9, 19, 14, 4, 48, 0, -19, -9, -14, 
14, 19, 4, -17, 4, 12, -14, 24, 14, -4, 48, 4, -19, -9, -14, 
14, 24, 9, -19, 2, 17, -14, 24, 4, -4, 48, 0, -14, -9, -14, 
19, 29, 9, -24, 4, 19, -14, 24, 14, -4, 48, 4, -14, -14, -19, 
19, 24, 4, -21, 7, 14, -24, 14, 4, -4, 48, 4, -4, -14, -9, 
14, 19, 4, -17, 4, 12, -24, 14, 0, -4, 48, 4, -4, -14, -9, 
9, 14, 4, -12, 2, 9, -24, 14, 0, -4, 48, 4, -4, -9, -9, 
4, 9, 4, -7, 0, 7, -19, 14, 4, 0, 48, 0, -4, -9, -4, 
9, 19, 9, -14, 0, 14, -19, 29, 4, 0, 48, -9, -4, -9, -14, 
19, 24, 4, -21, 7, 14, -19, 29, 0, 0, 48, -9, -4, -9, -9, 
24, 24, 0, -24, 12, 12, -19, 29, 0, -4, 48, -9, -4, -9, -9, 
29, 24, -4, -26, 17, 9, -19, 29, 0, -4, 48, -14, 0, -9, -9, 
14, 9, -4, -12, 9, 2, -24, 29, 0, -4, 48, -14, -9, -19, -4, 
9, 14, 4, -12, 2, 9, -24, 34, 0, -4, 48, -19, -9, -19, -4, 
4, 9, 4, -7, 0, 7, -29, 34, 0, -4, 43, -19, -9, -14, -4, 
4, 4, 0, -4, 2, 2, -29, 29, 0, -4, 43, -19, -9, -14, -4, 
0, 0, 0, 0, 0, 0, -19, 34, -9, -4, 43, -29, -9, -19, -14, 
-4, -14, -9, 9, 2, -12, -24, 29, -19, -9, 39, -29, -9, -24, -14, 
-9, -19, -9, 14, 0, -14, -24, 29, -19, -19, 39, -29, -9, -24, -14, 
-19, -14, 4, 17, -12, -4, -14, 29, -19, -24, 34, -29, -9, -24, -14, 
-19, -9, 9, 14, -14, 0, -24, 24, -4, -14, 43, -34, 0, -24, -4, 
-19, -9, 9, 14, -14, 0, -24, 24, -4, -24, 43, -34, 0, -24, -4, 
-14, -14, 0, 14, -7, -7, -24, 24, -9, -24, 34, -34, -4, -24, -4, 
-19, -9, 9, 14, -14, 0, -29, 24, -9, -24, 29, -39, -4, -24, -4, 
-9, 0, 9, 4, -9, 4, -29, 34, -4, -14, 39, -34, -4, -14, -9, 
-9, -9, 0, 9, -4, -4, -24, 34, -4, -19, 39, -34, -4, -14, -9, 
-4, 4, 9, 0, -7, 7, -14, 34, -4, -19, 39, -29, -4, -14, -9, 
-4, 4, 9, 0, -7, 7, -9, 39, -4, -19, 39, -29, 0, -9, -4, 
-14, -4, 9, 9, -12, 2, -19, 39, -14, -19, 39, -39, -9, -19, -4, 
-9, -4, 4, 7, -7, 0, -19, 34, -14, -19, 39, -34, -9, -19, -4, 
-9, -4, 4, 7, -7, 0, -14, 34, -14, -19, 39, -34, -9, -19, -4, 
-9, 0, 9, 4, -9, 4, -14, 34, -14, -14, 39, -34, -9, -19, -4, 
-9, 0, 9, 4, -9, 4, -4, 43, -14, -19, 34, -43, 0, -9, -14, 
0, 0, 0, 0, 0, 0, -4, 43, -14, -19, 34, -43, 0, -9, -14, 
0, 0, 0, 0, 0, 0, -4, 43, -14, -19, 39, -43, 4, -9, -14, 
-4, 0, 4, 2, -4, 2, -4, 43, -14, -24, 39, -43, 4, -9, -14, 
-4, 0, 4, 2, -4, 2, -4, 53, -4, -24, 39, -43, -9, -9, -4, 
-4, -4, 0, 4, -2, -2, 4, 53, -9, -29, 39, -43, -9, -9, -4, 
-4, -4, 0, 4, -2, -2, 4, 53, -9, -29, 34, -39, -9, -9, -4, 
-4, 0, 4, 2, -4, 2, 4, 53, -9, -29, 34, -34, 0, -9, -4, 
-9, 9, 19, 0, -14, 14, 4, 53, -9, -29, 34, -43, 0, -9, -4, 
-9, 9, 19, 0, -14, 14, 4, 53, -9, -29, 34, -43, 0, -9, -4, 
-9, 9, 19, 0, -14, 14, 4, 53, -9, -29, 34, -43, 0, -9, -4, 
-9, 9, 19, 0, -14, 14, 4, 53, -9, -34, 29, -43, 0, -14, -4, 
-14, -4, 9, 9, -12, 2, -9, 39, -19, -43, 24, -58, -9, -24, -4, 
-19, -9, 9, 14, -14, 0, -14, 39, -19, -34, 24, -58, -9, -24, -4, 
-19, -9, 9, 14, -14, 0, -19, 39, -19, -29, 24, -58, -9, -24, -4, 
-24, -14, 9, 19, -17, -2, -19, 39, -29, -29, 24, -48, -9, -24, -4, 
-39, -24, 14, 31, -26, -4, -9, 34, -29, -39, 19, -48, -4, -24, -4, 
-39, -24, 14, 31, -26, -4, -9, 39, -29, -39, 19, -48, -4, -24, -4, 
-39, -24, 14, 31, -26, -4, -14, 39, -34, -43, 19, -53, -9, -29, -9, 
-39, -24, 14, 31, -26, -4, -14, 39, -34, -43, 24, -58, -9, -29, -9, 
-19, -9, 9, 14, -14, 0, 0, 24, -29, -34, 24, -58, 4, -19, -4, 
-14, 0, 14, 7, -14, 7, 0, 34, -29, -24, 29, -48, -4, -4, 0, 
-19, -4, 14, 12, -17, 4, 0, 39, -19, -19, 34, -43, -4, -9, 4, 
-19, 0, 19, 9, -19, 9, 0, 39, -9, -29, 29, -48, 0, -9, 0, 
-9, -4, 4, 7, -7, 0, -9, 39, -19, -29, 24, -53, 0, -19, -9, 
-9, -9, 0, 9, -4, -4, -9, 39, -19, -29, 19, -58, 0, -19, -9, 
-9, -14, -4, 12, -2, -9, -9, 39, -19, -29, 14, -63, 0, -19, -9, 
-9, -19, -9, 14, 0, -14, -9, 39, -19, -29, 9, -68, 0, -19, -9, 
-4, -4, 0, 4, -2, -2, 0, 39, -19, -29, 19, -68, 0, -19, 0, 
0, 0, 0, 0, 0, 0, 0, 39, -19, -29, 19, -68, 0, -19, 0, 
4, 4, 0, -4, 2, 2, 0, 39, -19, -29, 19, -68, 0, -19, 0, 
9, 9, 0, -9, 4, 4, 0, 39, -19, -29, 19, -68, 0, -19, 0, 
-4, -4, 0, 4, -2, -2, -9, 29, -29, -29, 9, -78, -9, -19, -9, 
-9, -9, 0, 9, -4, -4, -9, 29, -29, -29, 9, -78, -9, -19, -9, 
-14, -14, 0, 14, -7, -7, -9, 29, -29, -29, 9, -78, -9, -19, -9, 
-19, -19, 0, 19, -9, -9, -9, 29, -29, -29, 9, -78, -9, -19, -9, 
-19, -19, 0, 19, -9, -9, 0, 39, -29, -29, 19, -87, 0, -19, 0, 
-19, -19, 0, 19, -9, -9, 0, 39, -29, -29, 19, -87, 0, -19, 0, 
-19, -19, 0, 19, -9, -9, 0, 39, -29, -29, 19, -87, 0, -19, 0, 
-19, -19, 0, 19, -9, -9, 0, 39, -29, -29, 19, -87, 0, -19, 0, 
-9, -14, -4, 12, -2, -9, 0, 39, -19, -19, 29, -87, 0, -9, 0, 
-9, -9, 0, 9, -4, -4, 0, 39, -19, -19, 29, -87, 0, -9, 0, 
-9, -4, 4, 7, -7, 0, 0, 39, -19, -19, 29, -87, 0, -9, 0, 
-9, 0, 9, 4, -9, 4, 0, 39, -19, -19, 29, -87, 0, -9, 0, 
-9, 9, 19, 0, -14, 14, 0, 48, -9, -19, 29, -87, -4, -9, 0, 
-9, 9, 19, 0, -14, 14, 0, 48, -9, -19, 29, -87, -9, -9, 0, 
-9, 9, 19, 0, -14, 14, 0, 48, -9, -19, 29, -87, -14, -9, 0, 
-9, 9, 19, 0, -14, 14, 0, 48, -9, -19, 29, -87, -19, -9, 0, 
-9, 14, 24, -2, -17, 19, 9, 58, -9, -14, 39, -82, -19, 4, 9, 
-9, 19, 29, -4, -19, 24, 9, 58, -9, -9, 39, -78, -19, 9, 9, 
-9, 24, 34, -7, -21, 29, 9, 58, -9, -4, 39, -73, -19, 14, 9, 
-9, 29, 39, -9, -24, 34, 9, 58, -9, 0, 39, -68, -19, 19, 9, 
0, 29, 29, -14, -14, 29, 19, 63, -4, 0, 48, -78, -29, 29, 19, 
0, 29, 29, -14, -14, 29, 19, 68, 0, 0, 48, -78, -29, 29, 19, 
0, 29, 29, -14, -14, 29, 19, 73, 4, 0, 48, -78, -29, 29, 19, 
0, 29, 29, -14, -14, 29, 19, 78, 9, 0, 48, -78, -29, 29, 19, 
9, 34, 24, -21, -7, 29, 29, 92, 24, 14, 58, -68, -39, 34, 29, 
9, 39, 29, -24, -9, 34, 29, 97, 29, 19, 58, -68, -39, 39, 29, 
9, 43, 34, -26, -12, 39, 29, 102, 34, 24, 58, -68, -39, 43, 29, 
9, 48, 39, -29, -14, 43, 29, 107, 39, 29, 58, -68, -39, 48, 29, 
14, 58, 43, -36, -14, 51, 39, 112, 43, 34, 63, -58, -43, 53, 29, 
19, 68, 48, -43, -14, 58, 39, 117, 48, 39, 68, -58, -48, 58, 29, 
24, 78, 53, -51, -14, 65, 39, 122, 53, 43, 73, -58, -53, 63, 29, 
29, 87, 58, -58, -14, 73, 39, 126, 58, 48, 78, -58, -58, 68, 29, 
29, 87, 58, -58, -14, 73, 48, 141, 68, 48, 82, -48, -48, 78, 19, 
29, 87, 58, -58, -14, 73, 48, 146, 68, 48, 87, -48, -48, 78, 19, 
29, 87, 58, -58, -14, 73, 48, 151, 68, 48, 92, -48, -48, 78, 19, 
29, 87, 58, -58, -14, 73, 48, 156, 68, 48, 97, -48, -48, 78, 19, 
24, 73, 48, -48, -12, 61, 34, 141, 53, 39, 92, -58, -39, 63, 14, 
19, 68, 48, -43, -14, 58, 29, 136, 48, 39, 87, -58, -39, 58, 9, 
14, 63, 48, -39, -17, 56, 24, 131, 43, 39, 82, -58, -39, 53, 4, 
9, 58, 48, -34, -19, 53, 19, 126, 39, 39, 78, -58, -39, 48, 0, 
9, 68, 58, -39, -24, 63, 4, 112, 39, 29, 68, -58, -39, 43, 0, 
9, 68, 58, -39, -24, 63, 0, 107, 39, 29, 68, -58, -39, 39, 0, 
9, 68, 58, -39, -24, 63, -4, 102, 39, 29, 68, -58, -39, 34, 0, 
9, 68, 58, -39, -24, 63, -9, 97, 39, 29, 68, -58, -39, 29, 0, 
14, 73, 58, -43, -21, 65, -24, 92, 34, 29, 78, -58, -48, 14, 0, 
19, 78, 58, -48, -19, 68, -29, 87, 29, 29, 78, -58, -48, 9, 0, 
24, 82, 58, -53, -17, 70, -34, 82, 24, 29, 78, -58, -48, 4, 0, 
29, 87, 58, -58, -14, 73, -39, 78, 19, 29, 78, -58, -48, 0, 0, 
29, 78, 48, -53, -9, 63, -53, 68, 14, 14, 68, -58, -43, -14, -4, 
29, 78, 48, -53, -9, 63, -58, 58, 9, 9, 68, -58, -39, -19, -9, 
29, 78, 48, -53, -9, 63, -63, 48, 4, 4, 68, -58, -34, -24, -14, 
29, 78, 48, -53, -9, 63, -68, 39, 0, 0, 68, -58, -29, -29, -19, 
19, 68, 48, -43, -14, 58, -68, 34, -14, -4, 58, -58, -19, -34, -19, 
19, 68, 48, -43, -14, 58, -68, 29, -19, -9, 58, -58, -19, -39, -19, 
19, 68, 48, -43, -14, 58, -68, 24, -24, -14, 58, -58, -19, -43, -19, 
19, 68, 48, -43, -14, 58, -68, 19, -29, -19, 58, -58, -19, -48, -19, 
19, 58, 39, -39, -9, 48, -68, 29, -29, -19, 48, -48, -19, -58, -19, 
19, 58, 39, -39, -9, 48, -68, 29, -29, -19, 48, -48, -19, -58, -19, 
19, 48, 29, -34, -4, 39, -68, 29, -34, -24, 48, -48, -14, -58, -24, 
24, 43, 19, -34, 2, 31, -68, 19, -39, -29, 39, -48, -9, -63, -29, 
24, 39, 14, -31, 4, 26, -68, 9, -58, -43, 24, -63, -9, -68, -34, 
24, 29, 4, -26, 9, 17, -63, 4, -68, -53, 19, -73, 0, -68, -34, 
24, 29, 4, -26, 9, 17, -58, 4, -68, -53, 14, -82, 0, -68, -29, 
24, 29, 4, -26, 9, 17, -58, 9, -68, -53, 14, -87, -4, -68, -29, 
9, 19, 9, -14, 0, 14, -48, 9, -63, -53, 14, -82, 4, -68, -29, 
9, 4, -4, -7, 7, 0, -43, 9, -63, -53, 14, -82, 4, -68, -29, 
9, 0, -9, -4, 9, -4, -39, 14, -58, -53, 14, -82, 4, -58, -29, 
14, -4, -19, -4, 17, -12, -34, 19, -58, -53, 14, -82, 4, -53, -19, 
24, -4, -29, -9, 26, -17, -43, 19, -68, -58, 14, -92, -4, -53, -29, 
14, -9, -24, -2, 19, -17, -43, 19, -68, -58, 14, -92, -9, -53, -29, 
9, -9, -19, 0, 14, -14, -39, 24, -63, -63, 19, -92, -9, -53, -29, 
9, -9, -19, 0, 14, -14, -39, 24, -63, -63, 19, -92, -9, -53, -29, 
9, -14, -24, 2, 17, -19, -34, 14, -63, -63, 9, -92, -9, -63, -29, 
9, -14, -24, 2, 17, -19, -34, 14, -63, -63, 9, -92, -9, -58, -29, 
9, -14, -24, 2, 17, -19, -29, 14, -63, -58, 9, -92, -19, -48, -19, 
0, -14, -14, 7, 7, -14, -19, 24, -53, -58, 9, -92, -19, -48, -19, 
-9, -14, -4, 12, -2, -9, -14, 39, -48, -43, 19, -87, -9, -34, -9, 
-19, -19, 0, 19, -9, -9, -9, 43, -43, -43, 19, -92, -4, -29, 0, 
-24, -14, 9, 19, -17, -2, 0, 48, -39, -43, 19, -87, -4, -24, 0, 
-34, -14, 19, 24, -26, 2, 9, 58, -24, -43, 19, -87, -4, -14, 9, 
-39, -24, 14, 31, -26, -4, 14, 63, -34, -34, 29, -87, 0, -4, 9, 
-48, -24, 24, 36, -36, 0, 24, 68, -34, -39, 24, -87, 0, -4, 9, 
-53, -24, 29, 39, -41, 2, 29, 68, -34, -39, 19, -97, 9, -4, 9, 
-53, -29, 24, 41, -39, -2, 39, 73, -43, -39, 14, -97, 14, -4, 9, 
-53, -34, 19, 43, -36, -7, 34, 58, -58, -48, 9, -112, 4, -9, 0, 
-53, -39, 14, 46, -34, -12, 29, 43, -63, -58, 4, -112, 9, -14, -4, 
-53, -43, 9, 48, -31, -17, 24, 39, -63, -63, 0, -112, 9, -19, -4, 
-53, -63, -9, 58, -21, -36, 19, 34, -63, -73, -9, -112, 19, -24, 0, 
-63, -53, 9, 58, -36, -21, 19, 39, -63, -73, -9, -107, 19, -29, 0, 
-63, -53, 9, 58, -36, -21, 19, 39, -63, -73, -9, -112, 19, -29, 0, 
-78, -63, 14, 70, -46, -24, 19, 39, -63, -73, -9, -112, 14, -29, 0, 
-92, -73, 19, 82, -56, -26, 19, 34, -73, -73, -14, -107, 14, -29, 0, 
-92, -73, 19, 82, -56, -26, 29, 39, -63, -63, -4, -97, 14, -19, 9, 
-92, -73, 19, 82, -56, -26, 29, 43, -58, -63, -9, -102, 9, -19, 4, 
-87, -68, 19, 78, -53, -24, 29, 48, -58, -63, -9, -102, 9, -19, 4, 
-78, -68, 9, 73, -43, -29, 29, 58, -58, -63, -9, -102, 14, -19, 4, 
-73, -58, 14, 65, -43, -21, 29, 53, -68, -73, -19, -112, 14, -29, -4, 
-63, -53, 9, 58, -36, -21, 34, 53, -68, -73, -14, -107, 19, -29, -4, 
-58, -53, 4, 56, -31, -24, 34, 48, -63, -73, -14, -107, 19, -29, -4, 
-53, -53, 0, 53, -26, -26, 34, 43, -63, -73, -19, -107, 19, -29, 0, 
-68, -63, 4, 65, -36, -29, 43, 53, -53, -73, -19, -97, 19, -19, 0, 
-68, -63, 4, 65, -36, -29, 39, 53, -53, -78, -19, -97, 14, -24, 0, 
-68, -68, 0, 68, -34, -34, 39, 53, -63, -78, -24, -107, 14, -24, -9, 
-68, -68, 0, 68, -34, -34, 39, 53, -63, -78, -24, -107, 14, -24, -9, 
-58, -78, -19, 68, -19, -48, 29, 43, -73, -87, -24, -107, 24, -34, -9, 
-53, -73, -19, 63, -17, -46, 29, 39, -73, -87, -24, -102, 24, -34, -9, 
-53, -68, -14, 61, -19, -41, 29, 39, -68, -87, -19, -102, 24, -34, -9, 
-53, -68, -14, 61, -19, -41, 34, 43, -68, -82, -19, -97, 24, -34, -4, 
-68, -68, 0, 68, -34, -34, 34, 53, -63, -73, -19, -97, 24, -29, 4, 
-73, -68, 4, 70, -39, -31, 34, 58, -63, -73, -19, -92, 24, -29, 4, 
-78, -68, 9, 73, -43, -29, 34, 63, -63, -73, -19, -92, 29, -29, 4, 
-82, -63, 19, 73, -51, -21, 34, 68, -63, -73, -14, -87, 29, -29, 4, 
-82, -53, 29, 68, -56, -12, 43, 63, -63, -73, -14, -97, 19, -29, -4, 
-82, -53, 29, 68, -56, -12, 43, 63, -63, -73, -14, -97, 19, -29, -4, 
-82, -53, 29, 68, -56, -12, 43, 58, -63, -73, -14, -97, 19, -29, -4, 
-82, -58, 24, 70, -53, -17, 43, 58, -63, -73, -14, -102, 19, -29, -4, 
-82, -73, 9, 78, -46, -31, 34, 58, -63, -63, -14, -102, 29, -39, -14, 
-82, -78, 4, 80, -43, -36, 34, 58, -63, -63, -14, -112, 29, -39, -14, 
-78, -78, 0, 78, -39, -39, 34, 58, -63, -63, -14, -102, 29, -39, -9, 
-63, -73, -9, 68, -26, -41, 34, 63, -53, -63, -14, -102, 29, -39, -9, 
