I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3
136,126,-9,-131,73,58,-82,87,141,156,151,131,-14,-68,43
136,126,-9,-131,73,58,-87,78,136,146,151,136,-14,-68,34
136,122,-14,-129,75,53,-92,68,131,141,151,136,-14,-68,24
146,122,-24,-134,85,48,-107,63,117,136,151,126,-14,-68,4
141,122,-19,-131,80,51,-112,53,112,131,151,126,-14,-68,0
131,122,-9,-126,70,56,-112,43,107,126,151,126,-14,-68,-4
131,122,-9,-126,70,56,-112,43,102,126,151,126,-14,-68,-9
131,126,-4,-129,68,61,-112,29,97,126,136,131,-4,-68,-14
126,122,-4,-124,65,58,-112,19,87,122,126,126,-4,-68,-14
122,117,-4,-119,63,56,-107,14,82,117,122,122,-4,-58,-14
122,112,-9,-117,65,51,-107,14,82,112,117,117,-4,-58,-14
112,97,-14,-104,63,41,-97,24,78,107,112,112,-14,-53,-14
112,92,-19,-102,65,36,-97,24,73,102,107,112,-9,-53,-14
112,78,-34,-95,73,21,-97,29,73,97,107,107,0,-63,-19
112,58,-53,-85,82,2,-97,29,73,97,107,102,0,-63,-19
117,43,-73,-80,95,-14,-87,34,63,97,107,102,9,-63,-19
112,43,-68,-78,90,-12,-82,34,63,97,107,102,0,-63,-19
107,48,-58,-78,82,-4,-78,34,68,102,107,102,-4,-58,-19
92,58,-34,-75,63,12,-73,34,78,102,112,102,-9,-48,-9
82,73,-9,-78,46,31,-68,29,82,107,112,97,-14,-34,-4
68,73,4,-70,31,39,-63,29,82,107,112,97,-19,-24,0
58,73,14,-65,21,43,-58,29,82,107,112,97,-19,-24,4
58,63,4,-61,26,34,-53,29,82,107,112,87,-14,-14,4
43,58,14,-51,14,36,-48,29,82,102,107,87,-24,-14,14
39,39,0,-39,19,19,-43,29,73,97,92,78,-14,-19,14
34,14,-19,-24,26,-2,-43,29,63,82,82,68,-4,-24,4
29,-4,-34,-12,31,-19,-43,19,58,73,73,53,4,-29,0
24,-14,-39,-4,31,-26,-34,19,48,73,58,48,19,-29,4
24,-19,-43,-2,34,-31,-34,19,43,68,58,48,24,-29,0
19,-19,-39,0,29,-29,-34,19,43,63,58,43,24,-29,0
19,-19,-39,0,29,-29,-34,19,43,63,58,43,24,-24,0
14,-24,-39,4,26,-31,-34,29,43,63,58,43,24,-24,-4
9,-29,-39,9,24,-34,-29,29,39,63,53,39,24,-24,-4
9,-39,-48,14,29,-43,-29,24,39,58,53,39,24,-24,-4
9,-43,-53,17,31,-48,-29,24,39,58,48,39,24,-19,-4
9,-43,-53,17,31,-48,-29,19,39,58,39,34,14,-19,-4
4,-48,-53,21,29,-51,-24,19,39,58,39,34,14,-19,0
4,-48,-53,21,29,-51,-24,19,39,58,39,34,14,-19,0
4,-43,-48,19,26,-46,-24,19,43,58,39,39,14,-19,0
4,-43,-48,19,26,-46,-24,19,43,58,48,39,14,-29,-4
4,-48,-53,21,29,-51,-19,19,43,63,48,39,14,-24,-4
0,-48,-48,24,24,-48,-19,19,43,63,48,39,14,-24,-4
0,-48,-48,24,24,-48,-19,19,43,63,53,39,9,-24,-4
4,-39,-43,17,24,-41,-29,19,43,53,53,24,9,-24,4
4,-39,-43,17,24,-41,-29,24,43,53,53,24,14,-24,4
0,-39,-39,19,19,-39,-24,24,43,53,53,29,14,-24,9
0,-39,-39,19,19,-39,-24,24,43,53,53,29,14,-24,9
0,-39,-39,19,19,-39,-24,24,43,53,53,29,14,-14,0
0,-39,-39,19,19,-39,-24,24,48,53,53,29,9,-14,0
0,-39,-39,19,19,-39,-24,24,48,53,53,24,9,-14,0
0,-43,-43,21,21,-43,-24,24,48,53,53,24,9,-14,0
0,-43,-43,21,21,-43,-19,34,48,53,53,24,9,-19,9
0,-43,-43,21,21,-43,-19,34,48,58,53,24,9,-19,9
-4,-43,-39,24,17,-41,-19,34,48,58,53,24,9,-19,9
-4,-43,-39,24,17,-41,-19,39,53,58,53,24,9,-19,9
0,-34,-34,17,17,-34,-19,29,53,58,53,24,19,-9,9
0,-43,-43,21,21,-43,-14,39,53,58,53,29,19,-14,4
9,-43,-53,17,31,-48,-24,39,53,68,53,39,9,-14,4
19,-39,-58,9,39,-48,-34,58,78,78,58,39,19,-14,4
29,-29,-58,0,43,-43,-19,107,122,117,82,53,14,-19,14
39,-14,-53,-12,46,-34,-4,185,204,175,117,68,0,-24,34
63,-14,-78,-24,70,-46,0,268,297,244,151,82,-9,-34,53
78,-19,-97,-29,87,-58,19,326,351,292,180,82,-14,-39,78
92,4,-87,-48,90,-41,53,366,419,356,219,87,-34,-39,126
122,48,-73,-85,97,-12,97,424,551,468,307,122,-63,-43,195
156,97,-58,-126,107,19,126,507,697,634,439,204,-97,-63,239
214,151,-63,-183,139,43,126,566,790,805,595,317,-136,-97,234
292,214,-78,-253,185,68,73,585,858,961,775,453,-170,-151,180
370,297,-73,-334,222,112,4,575,912,1137,966,595,-229,-195,122
458,390,-68,-424,263,161,-43,610,951,1288,1146,722,-283,-229,63
546,468,-78,-507,312,195,-112,649,1005,1434,1302,849,-322,-283,-14
653,600,-53,-627,353,273,-229,658,1073,1605,1478,995,-361,-341,-92
746,775,29,-761,358,402,-390,566,1127,1776,1688,1190,-414,-380,-165
834,946,112,-890,361,529,-536,414,1078,1839,1815,1332,-473,-409,-263
902,1054,151,-978,375,602,-673,229,854,1727,1810,1400,-502,-429,-395
956,1102,146,-1029,405,624,-805,-29,483,1405,1639,1371,-512,-468,-556
1054,1058,4,-1056,524,531,-980,-307,4,976,1366,1278,-473,-541,-790
1234,951,-283,-1093,758,334,-1259,-556,-478,541,1107,1190,-400,-722,-1161
1449,844,-605,-1146,1027,119,-1546,-771,-946,151,873,1122,-331,-932,-1571
1654,746,-907,-1200,1281,-80,-1810,-1083,-1468,-287,619,1068,-258,-1122,-1937
1790,653,-1137,-1222,1464,-241,-2025,-1493,-2049,-795,312,971,-165,-1263,-2230
1825,507,-1317,-1166,1571,-405,-2186,-1908,-2586,-1298,-48,814,-39,-1371,-2469
1717,405,-1312,-1061,1515,-453,-2254,-2371,-3010,-1761,-405,634,82,-1376,-2557
1449,434,-1015,-941,1232,-290,-2274,-2928,-3298,-2108,-663,512,165,-1254,-2488
1112,527,-585,-819,849,-29,-2235,-3411,-3425,-2298,-824,453,195,-1068,-2327
863,570,-292,-717,578,139,-2103,-3518,-3342,-2308,-897,395,204,-922,-2132
692,541,-151,-617,422,195,-1908,-3250,-3054,-2176,-897,346,190,-800,-1912
517,483,-34,-500,275,224,-1659,-2845,-2684,-1947,-795,346,175,-658,-1634
326,366,39,-346,143,202,-1376,-2425,-2278,-1664,-678,346,175,-531,-1371
170,200,29,-185,70,114,-1117,-2020,-1888,-1381,-570,326,224,-434,-1151
34,112,78,-73,-21,95,-888,-1683,-1517,-1102,-453,312,234,-331,-941
-73,102,175,-14,-124,139,-663,-1371,-1180,-839,-322,302,190,-214,-712
-136,92,229,21,-183,161,-488,-1088,-888,-624,-253,244,151,-126,-527
-170,39,209,65,-190,124,-341,-844,-678,-492,-229,126,126,-78,-375
-200,4,204,97,-202,104,-209,-653,-522,-400,-214,19,102,-24,-239
-214,4,219,104,-217,112,-117,-492,-375,-317,-195,-29,73,29,-122
-204,19,224,92,-214,122,-63,-375,-263,-229,-156,-43,39,53,-58
-185,19,204,82,-195,112,-29,-283,-185,-170,-126,-34,24,58,-19
-165,-9,156,87,-161,73,24,-190,-122,-122,-122,-34,34,68,9
-141,-39,102,90,-122,31,63,-117,-73,-78,-102,-39,34,68,39
-122,-78,43,100,-82,-17,87,-68,-34,-39,-63,-34,19,73,53
-107,-82,24,95,-65,-29,87,-53,-14,-24,-43,-19,19,73,58
-102,-82,19,92,-61,-31,78,-53,-14,-24,-43,-19,29,58,53
-92,-73,19,82,-56,-26,63,-63,-9,-29,-34,-19,19,53,63
-97,-58,39,78,-68,-9,63,-63,-9,-39,-34,-24,19,53,68
-107,-48,58,78,-82,4,63,-48,-14,-39,-39,-29,19,58,63
-117,-48,68,82,-92,9,68,-43,-9,-39,-48,-29,19,58,68
-107,-53,53,80,-80,0,78,-24,9,-29,-48,-34,19,58,73
-107,-63,43,85,-75,-9,92,-4,19,-14,-43,-24,19,58,87
-107,-82,24,95,-65,-29,102,0,34,-9,-29,-24,19,68,82
-97,-82,14,90,-56,-34,102,0,43,0,-29,-19,9,58,82
-97,-82,14,90,-56,-34,102,0,43,4,-29,-19,9,58,82
-97,-82,14,90,-56,-34,107,4,43,4,-29,-24,9,58,92
-97,-82,14,90,-56,-34,107,4,48,0,-29,-24,9,58,92
-97,-73,24,85,-61,-24,97,9,43,-9,-29,-34,19,58,92
-97,-73,24,85,-61,-24,97,14,48,-9,-29,-39,19,58,97
-102,-73,29,87,-65,-21,97,19,43,-9,-29,-39,19,63,97
-102,-78,24,90,-63,-26,107,24,43,-4,-29,-39,19,63,102
-102,-87,14,95,-58,-36,117,34,58,0,-29,-29,19,63,102
-102,-92,9,97,-56,-41,117,34,58,0,-29,-29,19,63,102
-97,-92,4,95,-51,-43,117,39,58,0,-29,-29,19,63,107
-97,-87,9,92,-53,-39,122,39,58,0,-29,-29,19,63,107
-97,-87,9,92,-53,-39,122,29,48,9,-29,-39,19,68,107
-97,-87,9,92,-53,-39,122,34,48,9,-29,-39,19,68,107
-97,-87,9,92,-53,-39,122,34,53,9,-29,-39,19,73,112
-97,-87,9,92,-53,-39,122,39,53,9,-29,-39,19,73,112
-97,-78,19,87,-58,-29,117,39,63,4,-29,-39,19,63,117
-97,-82,14,90,-56,-34,117,39,63,4,-29,-39,19,63,117
-97,-82,14,90,-56,-34,117,43,63,4,-29,-39,19,63,117
-97,-78,19,87,-58,-29,117,43,68,4,-29,-39,19,63,117
-107,-68,39,87,-73,-14,126,48,68,14,-29,-39,9,63,126
-107,-68,39,87,-73,-14,131,48,68,14,-24,-43,9,63,131
-107,-73,34,90,-70,-19,131,48,73,14,-24,-43,9,63,131
-107,-73,34,90,-70,-19,136,53,73,14,-24,-43,9,68,136
-107,-82,24,95,-65,-29,136,53,73,14,-24,-43,19,68,136
-107,-82,24,95,-65,-29,136,53,73,14,-24,-43,19,68,136
-107,-82,24,95,-65,-29,136,58,78,14,-24,-43,19,68,136
-107,-82,24,95,-65,-29,136,58,78,14,-24,-43,19,68,141
-107,-82,24,95,-65,-29,136,58,78,14,-24,-43,19,78,141
-107,-82,24,95,-65,-29,141,63,82,19,-24,-43,14,78,141
-107,-82,24,95,-65,-29,141,63,82,19,-24,-43,14,78,141
-107,-78,29,92,-68,-24,141,68,82,19,-24,-43,14,78,141
-107,-78,29,92,-68,-24,141,68,82,19,-24,-43,14,82,146
-112,-78,34,95,-73,-21,146,73,87,19,-24,-48,14,82,156
-112,-82,29,97,-70,-26,146,78,87,19,-24,-48,14,82,156
-112,-82,29,97,-70,-26,146,78,87,19,-24,-48,14,82,156
-112,-82,29,97,-70,-26,161,82,92,19,-24,-48,14,82,156
-112,-82,29,97,-70,-26,161,82,97,19,-24,-48,14,82,156
-117,-82,34,100,-75,-24,165,87,97,19,-24,-48,14,82,156
-117,-82,34,100,-75,-24,165,87,97,19,-24,-48,14,82,156
-117,-92,24,104,-70,-34,165,97,97,14,-34,-48,14,82,161
-117,-92,24,104,-70,-34,170,97,97,14,-34,-48,14,82,165
-117,-92,24,104,-70,-34,170,97,102,14,-34,-53,14,87,165
-117,-92,24,104,-70,-34,170,97,102,14,-34,-53,14,87,165
-117,-92,24,104,-70,-34,165,107,102,14,-24,-53,4,92,161
-122,-92,29,107,-75,-31,170,107,107,14,-24,-53,4,92,161
-122,-97,24,109,-73,-36,170,107,107,14,-29,-53,4,92,161
-122,-97,24,109,-73,-36,170,112,107,14,-29,-58,4,92,161
-122,-87,34,104,-78,-26,175,122,112,14,-29,-58,14,92,170
-126,-87,39,107,-82,-24,175,122,112,14,-29,-58,14,92,170
-126,-87,39,107,-82,-24,180,126,112,14,-29,-58,14,97,170
-126,-87,39,107,-82,-24,180,131,117,14,-29,-63,14,97,175
-126,-87,39,107,-82,-24,190,131,117,14,-29,-63,4,97,175
-126,-92,34,109,-80,-29,190,131,117,14,-29,-63,4,97,175
-126,-92,34,109,-80,-29,190,131,117,14,-29,-63,4,97,175
-126,-92,34,109,-80,-29,190,141,122,14,-34,-63,4,97,180
-136,-92,43,114,-90,-24,195,146,122,14,-34,-63,4,102,180
-141,-92,48,117,-95,-21,200,151,122,14,-34,-68,4,102,180
-141,-92,48,117,-95,-21,204,151,126,14,-34,-68,4,102,180
-146,-97,48,122,-97,-24,204,156,126,9,-34,-73,4,102,185
-136,-102,34,119,-85,-34,209,161,126,19,-48,-73,4,92,195
-136,-102,34,119,-85,-34,209,165,126,19,-48,-78,4,97,200
-141,-102,39,122,-90,-31,209,170,126,19,-53,-78,4,97,200
-141,-102,39,122,-90,-31,219,170,126,19,-53,-87,4,102,200
-131,-97,34,114,-82,-31,224,175,126,9,-43,-87,4,102,190
-131,-97,34,114,-82,-31,229,180,126,4,-53,-87,4,102,195
-136,-102,34,119,-85,-34,234,185,126,0,-53,-92,4,102,195
-146,-112,34,129,-90,-39,239,190,126,0,-58,-97,4,102,195
-156,-112,43,134,-100,-34,248,195,126,9,-58,-102,14,102,200
-156,-112,43,134,-100,-34,248,195,131,4,-63,-107,14,102,200
-156,-117,39,136,-97,-39,253,200,131,4,-68,-107,14,107,204
-161,-117,43,139,-102,-36,258,204,131,0,-73,-112,14,107,204
-161,-122,39,141,-100,-41,263,219,131,0,-78,-107,14,107,204
-165,-126,39,146,-102,-43,273,224,126,0,-82,-112,14,112,209
-170,-131,39,151,-104,-46,278,229,126,-9,-82,-112,14,112,209
-175,-136,39,156,-107,-48,283,234,126,-14,-87,-117,14,112,214
-165,-136,29,151,-97,-53,278,239,126,-14,-92,-131,14,122,214
-165,-136,29,151,-97,-53,283,244,126,-19,-97,-136,14,126,214
-165,-146,19,156,-92,-63,287,248,126,-19,-102,-141,14,126,214
-175,-151,24,163,-100,-63,292,253,126,-24,-107,-146,14,126,224
-180,-156,24,168,-102,-65,302,258,126,-34,-112,-151,14,122,224
-185,-161,24,173,-104,-68,307,263,126,-39,-122,-161,14,126,224
-185,-165,19,175,-102,-73,312,268,126,-43,-126,-170,14,131,224
-190,-170,19,180,-104,-75,322,273,117,-48,-136,-180,14,136,234
-195,-180,14,187,-104,-82,336,278,117,-48,-141,-180,19,141,239
-204,-195,9,200,-107,-92,346,287,117,-53,-156,-190,24,141,244
-204,-204,0,204,-102,-102,356,287,117,-63,-161,-195,24,141,244
-209,-214,-4,212,-102,-109,361,292,107,-68,-170,-209,24,146,244
-224,-214,9,219,-117,-102,356,297,107,-73,-180,-209,29,151,244
-229,-214,14,222,-122,-100,370,302,107,-78,-180,-214,29,156,248
-239,-224,14,231,-126,-104,380,307,102,-92,-195,-224,29,161,253
-244,-219,24,231,-134,-97,385,312,92,-97,-204,-234,34,165,263
-244,-234,9,239,-126,-112,395,307,87,-107,-214,-253,34,165,268
-248,-244,4,246,-126,-119,400,312,82,-112,-224,-263,34,170,268
-253,-253,0,253,-126,-126,414,312,78,-122,-234,-273,39,175,273
-268,-258,9,263,-139,-124,419,317,73,-131,-248,-283,43,180,278
-283,-278,4,280,-143,-136,429,322,73,-141,-258,-292,43,185,273
-292,-287,4,290,-148,-141,439,331,68,-151,-268,-302,43,190,278
-302,-292,9,297,-156,-141,444,336,68,-161,-278,-312,43,195,283
-307,-297,9,302,-158,-143,448,341,63,-170,-292,-331,48,200,283
-307,-297,9,302,-158,-143,458,341,53,-180,-307,-346,43,204,297
-317,-307,9,312,-163,-148,468,346,43,-190,-322,-361,48,209,307
-326,-317,9,322,-168,-153,473,346,39,-200,-336,-366,53,219,307
-331,-322,9,326,-170,-156,483,346,34,-209,-346,-375,53,224,312
-346,-341,4,344,-175,-168,497,346,34,-219,-356,-380,63,229,317
-356,-351,4,353,-180,-173,502,346,34,-229,-366,-395,63,234,322
-361,-356,4,358,-183,-175,507,346,29,-239,-375,-400,68,239,326
-370,-361,9,366,-190,-175,512,346,24,-244,-385,-414,73,244,326
-380,-366,14,373,-197,-175,507,346,9,-253,-400,-434,73,244,331
-385,-370,14,378,-200,-178,512,346,0,-263,-409,-444,73,244,336
-400,-375,24,387,-212,-175,512,336,-4,-273,-419,-453,78,248,336
-405,-380,24,392,-214,-178,512,336,-9,-283,-429,-463,78,253,336
-400,-385,14,392,-207,-185,512,331,-4,-292,-439,-473,87,258,336
-405,-385,19,395,-212,-183,512,326,-9,-292,-448,-473,87,263,341
-409,-390,19,400,-214,-185,512,322,-9,-292,-453,-483,87,263,341
-414,-390,24,402,-219,-183,502,312,-14,-297,-458,-488,92,263,341
-419,-390,29,405,-224,-180,497,302,-19,-307,-473,-492,92,273,331
-419,-390,29,405,-224,-180,492,292,-29,-312,-478,-497,97,273,326
-419,-390,29,405,-224,-180,483,283,-34,-317,-483,-502,102,273,322
-419,-390,29,405,-224,-180,473,273,-39,-317,-483,-502,102,273,312
-429,-380,48,405,-239,-165,453,263,-39,-326,-473,-502,102,268,307
-424,-375,48,400,-236,-163,444,253,-43,-326,-473,-502,102,253,297
-419,-370,48,395,-234,-161,424,244,-48,-326,-473,-497,102,248,287
-409,-366,43,387,-226,-161,409,234,-48,-322,-463,-488,102,239,278
-390,-351,39,370,-214,-156,395,224,-48,-302,-453,-483,102,234,268
-375,-351,24,363,-200,-163,385,219,-48,-292,-444,-468,102,234,258
-361,-336,24,348,-192,-156,361,209,-43,-278,-429,-453,102,224,248
-346,-326,19,336,-183,-153,341,209,-34,-263,-419,-434,92,209,239
-341,-317,24,329,-183,-146,326,204,-29,-258,-405,-429,92,209,229
-326,-302,24,314,-175,-139,312,190,-24,-244,-380,-419,92,200,214
-302,-287,14,295,-158,-136,287,190,-19,-224,-361,-395,87,180,200
-283,-268,14,275,-148,-126,273,180,-14,-209,-341,-375,87,165,185
-253,-253,0,253,-126,-126,253,165,-19,-180,-312,-346,73,156,161
-229,-239,-9,234,-109,-124,229,161,-19,-161,-283,-317,68,141,151
-209,-224,-14,217,-97,-119,209,151,-9,-146,-268,-292,63,136,136
-190,-209,-19,200,-85,-114,185,146,-4,-126,-239,-268,58,122,126
-180,-195,-14,187,-82,-104,165,141,14,-122,-209,-248,63,112,112
-161,-175,-14,168,-73,-95,146,136,19,-102,-185,-224,58,92,107
-141,-161,-19,151,-61,-90,131,131,24,-87,-161,-200,53,82,87
-122,-146,-24,134,-48,-85,117,122,29,-73,-141,-180,43,73,78
-102,-122,-19,112,-41,-70,92,117,34,-48,-122,-161,39,63,68
-82,-107,-24,95,-29,-65,78,112,39,-29,-102,-131,34,53,58
-73,-97,-24,85,-24,-61,68,107,43,-14,-82,-117,29,43,48
-58,-87,-29,73,-14,-58,53,102,48,4,-63,-97,24,34,39
-43,-73,-29,58,-7,-51,43,97,53,4,-53,-78,9,29,34
-29,-58,-29,43,0,-43,34,97,58,9,-39,-58,4,19,29
-19,-48,-29,34,4,-39,19,92,63,19,-24,-48,4,14,24
-9,-43,-34,26,12,-39,9,82,63,29,-14,-34,4,9,19
0,-24,-24,12,12,-24,9,78,63,34,4,-14,4,4,14
0,-14,-14,7,7,-14,4,73,63,39,14,-4,4,0,9
9,-9,-19,0,14,-14,0,68,63,43,24,0,0,-4,4
14,-4,-19,-4,17,-12,-4,63,68,53,34,9,0,-4,4
19,0,-19,-9,19,-9,-9,58,58,63,43,14,-4,-9,4
24,4,-19,-14,21,-7,-14,53,58,68,43,19,-4,-9,-4
24,9,-14,-17,19,-2,-19,48,58,68,48,24,-9,-14,-4
24,14,-9,-19,17,2,-24,43,58,68,53,24,-9,-14,-4
24,24,0,-24,12,12,-34,39,68,73,53,39,-9,-14,-4
29,24,-4,-26,17,9,-34,39,68,73,53,43,-9,-14,-9
29,24,-4,-26,17,9,-34,34,63,78,53,48,-9,-19,-9
29,34,4,-31,12,19,-39,34,63,78,58,48,-14,-19,-9
29,34,4,-31,12,19,-39,34,63,78,63,48,-4,-19,-9
29,29,0,-29,14,14,-39,34,63,78,63,53,-4,-19,-9
29,29,0,-29,14,14,-39,34,63,78,68,53,-4,-19,-9
29,34,4,-31,12,19,-39,34,63,78,73,53,-4,-19,-9
34,29,-4,-31,19,12,-39,29,53,68,63,53,-14,-19,-9
34,34,0,-34,17,17,-43,24,53,68,63,58,-14,-24,-14
34,34,0,-34,17,17,-43,14,53,68,63,58,-14,-24,-14
34,34,0,-34,17,17,-43,9,53,68,63,58,-9,-24,-14
34,34,0,-34,17,17,-43,19,63,73,63,58,-9,-34,-4
34,34,0,-34,17,17,-43,19,63,73,63,58,-9,-34,-4
34,39,4,-36,14,21,-43,19,63,73,63,58,-9,-34,-4
34,39,4,-36,14,21,-43,19,63,73,63,58,-14,-34,-4
34,34,0,-34,17,17,-43,24,53,73,63,58,-14,-34,-14
34,34,0,-34,17,17,-43,24,53,73,63,58,-14,-34,-14
34,34,0,-34,17,17,-43,24,53,73,63,63,-14,-34,-14
34,34,0,-34,17,17,-43,24,53,73,63,63,-14,-34,-14
34,24,-9,-29,21,7,-43,24,63,73,63,53,-14,-24,-4
34,24,-9,-29,21,7,-43,24,63,73,63,53,-14,-24,-4
34,24,-9,-29,21,7,-43,24,63,73,63,53,-14,-24,-4
34,29,-4,-31,19,12,-43,24,63,73,63,53,-14,-24,-4
39,29,-9,-34,24,9,-43,24,53,73,68,53,-4,-24,-4
39,24,-14,-31,26,4,-43,24,53,73,68,53,-4,-24,-4
39,24,-14,-31,26,4,-39,24,53,73,68,53,-4,-24,-4
39,24,-14,-31,26,4,-39,24,53,73,68,53,-4,-24,-4
39,29,-9,-34,24,9,-39,29,63,73,63,63,-14,-24,-4
39,24,-14,-31,26,4,-39,29,63,73,63,58,-14,-24,-4
39,24,-14,-31,26,4,-39,24,63,73,63,58,-9,-29,-4
39,24,-14,-31,26,4,-43,24,63,73,63,63,-9,-29,-4
29,29,0,-29,14,14,-43,24,53,73,63,53,-9,-29,-9
29,29,0,-29,14,14,-43,24,53,78,63,53,-14,-29,-9
29,29,0,-29,14,14,-43,24,58,78,63,53,-19,-29,-9
29,29,0,-29,14,14,-39,29,58,73,63,53,-19,-29,-9
29,19,-9,-24,19,4,-29,19,68,73,73,53,-14,-29,-9
29,24,-4,-26,17,9,-29,24,68,73,73,53,-14,-29,-9
29,24,-4,-26,17,9,-29,24,68,73,73,53,-14,-29,-4
29,24,-4,-26,17,9,-29,24,68,73,73,53,-14,-29,-4
29,24,-4,-26,17,9,-29,24,68,73,63,63,-14,-29,-4
29,24,-4,-26,17,9,-29,24,68,73,63,58,-14,-24,-4
29,24,-4,-26,17,9,-29,24,68,73,63,58,-19,-24,-4
29,24,-4,-26,17,9,-29,24,68,73,63,58,-19,-24,-4
29,24,-4,-26,17,9,-29,19,58,73,63,48,-19,-24,-4
29,24,-4,-26,17,9,-29,19,58,73,63,48,-19,-24,-4
29,24,-4,-26,17,9,-29,19,58,73,63,48,-19,-19,-4
29,24,-4,-26,17,9,-24,19,58,73,63,53,-19,-19,-4
29,29,0,-29,14,14,-24,24,68,82,63,53,-14,-24,0
29,19,-9,-24,19,4,-24,24,68,82,63,48,-14,-24,0
24,14,-9,-19,17,2,-24,24,68,82,63,48,-14,-24,0
24,14,-9,-19,17,2,-24,24,68,82,63,48,-14,-24,0
24,24,0,-24,12,12,-24,24,58,82,63,58,-14,-24,9
24,24,0,-24,12,12,-24,24,58,82,63,58,-14,-24,4
24,24,0,-24,12,12,-24,24,58,82,63,58,-14,-24,0
24,24,0,-24,12,12,-24,24,58,82,58,53,-14,-19,0
24,24,0,-24,12,12,-34,24,58,82,68,43,-14,-19,0
24,24,0,-24,12,12,-34,24,58,82,63,43,-14,-19,0
24,24,0,-24,12,12,-29,24,58,78,63,43,-14,-19,0
24,24,0,-24,12,12,-29,29,58,78,63,43,-14,-14,0
24,24,0,-24,12,12,-29,29,58,78,53,39,-14,-24,0
24,24,0,-24,12,12,-29,24,58,78,53,39,-14,-24,-4
24,24,0,-24,12,12,-29,24,58,78,53,39,-14,-24,-4
24,24,0,-24,12,12,-29,24,58,78,53,39,-9,-24,-4
19,19,0,-19,9,9,-29,34,58,68,53,39,-9,-24,4
19,19,0,-19,9,9,-29,34,58,68,53,39,-9,-29,4
19,19,0,-19,9,9,-29,34,53,68,53,39,-14,-29,4
19,19,0,-19,9,9,-29,34,53,68,48,39,-14,-29,4
19,19,0,-19,9,9,-29,24,63,63,48,29,-9,-29,4
19,19,0,-19,9,9,-29,24,63,63,48,29,-9,-29,4
19,19,0,-19,9,9,-29,24,63,63,48,29,-9,-29,4
19,14,-4,-17,12,4,-29,24,63,63,48,29,-9,-29,4
14,14,0,-14,7,7,-19,24,53,53,48,34,-9,-19,-4
14,14,0,-14,7,7,-24,24,53,53,43,34,-9,-19,-4
14,14,0,-14,7,7,-24,24,53,53,43,34,-9,-19,-4
14,14,0,-14,7,7,-24,24,53,53,43,34,-9,-19,-4
14,14,0,-14,7,7,-34,24,53,63,43,34,-9,-19,4
14,14,0,-14,7,7,-34,24,53,63,48,34,-4,-19,4
14,14,0,-14,7,7,-34,24,53,63,48,34,-4,-19,4
14,14,0,-14,7,7,-34,24,53,63,48,34,-4,-19,4
14,14,0,-14,7,7,-34,19,48,63,48,34,-4,-19,-4
14,14,0,-14,7,7,-34,19,48,63,43,34,-4,-19,-4
14,14,0,-14,7,7,-34,19,48,58,43,29,-4,-19,-4
14,9,-4,-12,9,2,-34,19,48,58,43,29,-4,-19,-4
14,9,-4,-12,9,2,-34,19,48,58,43,29,-4,-19,-4
14,9,-4,-12,9,2,-34,19,48,58,43,29,-9,-19,-9
14,9,-4,-12,9,2,-29,14,48,58,39,29,-9,-19,-9
14,9,-4,-12,9,2,-29,14,48,53,39,24,-4,-19,-9
4,9,4,-7,0,7,-29,14,48,53,39,34,-4,-19,-9
4,9,4,-7,0,7,-29,14,48,53,39,34,-4,-19,-4
4,9,4,-7,0,7,-34,14,48,53,39,34,-4,-19,-4
4,9,4,-7,0,7,-34,14,48,53,39,39,-4,-19,-4
4,9,4,-7,0,7,-34,14,48,53,39,29,-4,-19,-4
4,4,0,-4,2,2,-34,14,48,53,39,29,0,-19,-4
4,4,0,-4,2,2,-34,14,43,53,39,29,0,-19,-9
4,4,0,-4,2,2,-39,14,43,53,39,29,-4,-19,-9
4,4,0,-4,2,2,-29,14,43,53,39,29,4,-19,-9
9,4,-4,-7,7,0,-29,14,43,53,39,29,4,-19,-9
9,4,-4,-7,7,0,-29,14,43,53,39,29,4,-19,-9
4,4,0,-4,2,2,-29,14,43,53,39,29,4,-19,-9
14,4,-9,-9,12,-2,-34,9,43,53,29,29,0,-19,-9
14,9,-4,-12,9,2,-34,9,43,53,29,29,0,-19,-9
14,9,-4,-12,9,2,-34,9,43,53,29,29,-4,-19,-9
14,9,-4,-12,9,2,-34,9,43,53,29,29,-9,-19,-9
14,9,-4,-12,9,2,-24,14,43,48,39,19,-4,-19,-19
14,9,-4,-12,9,2,-24,14,43,48,34,19,0,-19,-19
14,9,-4,-12,9,2,-29,9,43,48,34,19,4,-19,-19
14,9,-4,-12,9,2,-29,9,43,53,34,19,4,-19,-19
14,0,-14,-7,14,-7,-39,9,34,43,34,19,-4,-19,-19
14,0,-14,-7,14,-7,-39,9,34,43,34,19,-4,-19,-19
14,0,-14,-7,14,-7,-34,9,34,43,39,19,-4,-19,-19
14,0,-14,-7,14,-7,-34,9,34,39,39,19,-4,-19,-19
14,0,-14,-7,14,-7,-34,9,39,48,39,19,-4,-19,-19
14,0,-14,-7,14,-7,-39,9,39,48,39,19,0,-19,-19
14,0,-14,-7,14,-7,-39,9,39,48,39,19,0,-19,-19
14,0,-14,-7,14,-7,-39,9,39,48,34,14,0,-19,-19
