I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3
-53,-126,-73,90,9,-100,58,-4,-58,-102,-102,-102,39,0,24
-53,-131,-78,92,12,-104,48,-4,-63,-102,-102,-102,43,0,24
-48,-122,-73,85,12,-97,34,-9,-53,-92,-102,-92,34,0,14
-48,-117,-68,82,9,-92,24,-9,-53,-87,-102,-92,34,0,9
-53,-112,-58,82,2,-85,19,-14,-53,-87,-102,-92,34,0,9
-53,-112,-58,82,2,-85,9,-14,-53,-82,-97,-92,34,0,9
-63,-122,-58,92,-2,-90,14,-24,-58,-87,-107,-97,39,-9,14
-63,-122,-58,92,-2,-90,14,-24,-58,-87,-107,-97,43,-9,14
-63,-122,-58,92,-2,-90,9,-24,-58,-92,-107,-97,48,-14,9
-63,-117,-53,90,-4,-85,9,-24,-58,-92,-107,-97,53,-14,9
-53,-102,-48,78,-2,-75,14,-14,-43,-87,-102,-87,43,-9,14
-53,-102,-48,78,-2,-75,14,-14,-43,-82,-97,-87,43,-4,19
-53,-102,-48,78,-2,-75,14,-14,-43,-78,-92,-87,43,0,24
-58,-102,-43,80,-7,-73,14,-14,-43,-73,-87,-92,43,4,29
-48,-92,-43,70,-2,-68,24,-14,-39,-63,-87,-92,34,9,39
-48,-87,-39,68,-4,-63,24,-9,-34,-63,-82,-92,34,14,39
-48,-87,-39,68,-4,-63,24,-4,-34,-63,-73,-87,34,24,39
-48,-82,-34,65,-7,-58,24,-4,-29,-63,-68,-78,34,29,39
-43,-78,-34,61,-4,-56,34,-4,-24,-63,-73,-78,24,29,39
-43,-78,-34,61,-4,-56,34,-4,-24,-63,-73,-78,24,29,39
-48,-82,-34,65,-7,-58,34,0,-24,-68,-73,-73,24,29,43
-48,-82,-34,65,-7,-58,34,0,-24,-68,-73,-73,29,29,43
-53,-82,-29,68,-12,-56,43,-4,-34,-68,-82,-82,29,39,58
-58,-82,-24,70,-17,-53,43,-9,-34,-68,-82,-82,29,43,58
-63,-82,-19,73,-21,-51,43,-9,-34,-68,-87,-92,29,43,58
-63,-82,-19,73,-21,-51,43,-9,-34,-73,-87,-92,29,43,58
-73,-78,-4,75,-34,-41,48,0,-24,-63,-87,-87,14,53,68
-73,-73,0,73,-36,-36,53,0,-29,-68,-87,-87,14,58,68
-73,-68,4,70,-39,-31,58,0,-29,-68,-87,-87,14,63,68
-78,-63,14,70,-46,-24,63,4,-29,-68,-87,-87,14,73,78
-87,-63,24,75,-56,-19,78,4,-43,-78,-102,-87,14,82,87
-87,-63,24,75,-56,-19,78,4,-43,-78,-102,-92,14,82,87
-87,-63,24,75,-56,-19,78,0,-43,-78,-107,-92,14,82,87
-87,-63,24,75,-56,-19,78,-4,-43,-78,-107,-92,14,87,87
-97,-63,34,80,-65,-14,82,-4,-53,-82,-112,-92,4,97,102
-97,-63,34,80,-65,-14,82,-4,-48,-92,-117,-92,4,97,102
-97,-63,34,80,-65,-14,87,0,-48,-97,-117,-97,4,97,102
-97,-63,34,80,-65,-14,87,0,-48,-97,-117,-97,4,97,107
-97,-58,39,78,-68,-9,92,0,-58,-107,-126,-102,14,102,107
-97,-73,24,85,-61,-24,97,4,-58,-112,-126,-107,14,107,107
-97,-78,19,87,-58,-29,102,4,-63,-112,-126,-112,14,107,112
-97,-82,14,90,-56,-34,107,4,-63,-117,-131,-122,14,107,112
-97,-87,9,92,-53,-39,112,19,-53,-117,-131,-122,4,102,112
-97,-82,14,90,-56,-34,112,19,-53,-117,-136,-126,4,102,112
-97,-82,14,90,-56,-34,112,19,-53,-117,-136,-131,4,107,117
-97,-82,14,90,-56,-34,117,24,-53,-126,-141,-136,4,107,117
-87,-92,-4,90,-41,-48,107,24,-53,-117,-141,-136,4,97,122
-87,-92,-4,90,-41,-48,107,24,-53,-122,-141,-136,4,97,122
-87,-92,-4,90,-41,-48,107,24,-58,-122,-151,-136,0,97,122
-92,-97,-4,95,-43,-51,117,29,-58,-126,-156,-141,0,97,122
-82,-87,-4,85,-39,-46,117,29,-68,-141,-151,-131,9,92,112
-82,-97,-14,90,-34,-56,117,34,-68,-146,-156,-141,9,92,112
-82,-107,-24,95,-29,-65,122,34,-73,-156,-161,-146,9,92,112
-82,-107,-24,95,-29,-65,122,34,-78,-161,-175,-151,9,92,112
-97,-107,-9,102,-43,-58,122,24,-87,-170,-180,-165,9,87,102
-97,-107,-9,102,-43,-58,122,24,-92,-180,-190,-170,9,82,102
-97,-107,-9,102,-43,-58,126,24,-92,-195,-204,-170,9,78,102
-97,-112,-14,104,-41,-63,131,29,-97,-209,-214,-175,9,73,107
-97,-117,-19,107,-39,-68,141,24,-102,-219,-229,-185,24,63,102
-97,-126,-29,112,-34,-78,141,29,-112,-229,-244,-190,24,63,97
-102,-136,-34,119,-34,-85,141,29,-122,-229,-248,-195,24,63,92
-107,-146,-39,126,-34,-92,141,24,-136,-239,-258,-204,24,68,87
-107,-151,-43,129,-31,-97,136,19,-146,-263,-278,-224,34,58,87
-112,-151,-39,131,-36,-95,136,14,-161,-283,-292,-229,34,58,92
-117,-156,-39,136,-39,-97,136,14,-175,-297,-302,-239,34,58,92
-117,-161,-43,139,-36,-102,141,9,-195,-312,-307,-244,39,58,87
-122,-156,-34,139,-43,-95,131,-4,-219,-341,-322,-253,48,58,78
-122,-165,-43,143,-39,-104,136,-14,-239,-361,-341,-263,48,58,73
-126,-170,-43,148,-41,-107,136,-19,-258,-380,-366,-278,53,63,73
-141,-180,-39,161,-51,-109,141,-24,-273,-405,-385,-302,53,63,68
-136,-185,-48,161,-43,-117,141,-39,-307,-429,-414,-317,63,58,53
-146,-185,-39,165,-53,-112,136,-58,-326,-463,-439,-331,73,58,53
-151,-200,-48,175,-51,-124,131,-73,-351,-488,-463,-346,73,58,53
-156,-209,-53,183,-51,-131,131,-82,-375,-512,-488,-361,73,58,53
-170,-219,-48,195,-61,-134,131,-102,-405,-546,-522,-385,87,63,39
-175,-224,-48,200,-63,-136,126,-122,-434,-580,-546,-395,97,63,34
-185,-244,-58,214,-63,-151,126,-141,-478,-614,-575,-414,102,63,24
-195,-248,-53,222,-70,-151,131,-161,-512,-658,-610,-434,112,68,9
-204,-263,-58,234,-73,-161,131,-190,-546,-697,-644,-458,126,68,9
-214,-268,-53,241,-80,-161,136,-209,-585,-736,-673,-478,131,73,4
-229,-287,-58,258,-85,-173,141,-234,-629,-780,-712,-512,136,73,0
-234,-302,-68,268,-82,-185,141,-258,-673,-834,-751,-541,141,73,-4
-258,-307,-48,283,-104,-178,146,-273,-702,-868,-785,-556,146,92,0
-273,-326,-53,300,-109,-190,156,-297,-741,-912,-824,-580,151,97,-4
-287,-336,-48,312,-119,-192,161,-322,-780,-961,-863,-605,161,107,-14
-302,-346,-43,324,-129,-195,165,-351,-829,-1000,-912,-624,175,117,-24
-312,-366,-53,339,-129,-209,175,-375,-863,-1039,-936,-639,170,122,-29
-331,-385,-53,358,-139,-219,185,-400,-902,-1088,-966,-668,175,131,-39
-336,-400,-63,368,-136,-231,190,-419,-946,-1132,-1010,-692,190,131,-39
-346,-424,-78,385,-134,-251,200,-439,-990,-1171,-1044,-717,195,126,-48
-361,-439,-78,400,-141,-258,209,-468,-1034,-1215,-1078,-746,209,126,-63
-375,-458,-82,417,-146,-270,219,-492,-1073,-1259,-1117,-771,219,131,-68
-390,-478,-87,434,-151,-283,224,-512,-1102,-1302,-1156,-795,234,131,-82
-405,-497,-92,451,-156,-295,229,-546,-1137,-1351,-1195,-819,244,131,-87
-405,-512,-107,458,-148,-309,234,-551,-1151,-1381,-1215,-834,239,131,-92
-409,-527,-117,468,-146,-322,234,-566,-1180,-1410,-1234,-854,244,136,-97
-405,-541,-136,473,-134,-339,244,-580,-1205,-1424,-1249,-868,253,136,-92
-405,-551,-146,478,-129,-348,244,-590,-1220,-1439,-1268,-878,253,136,-92
-400,-561,-161,480,-119,-361,248,-590,-1229,-1444,-1268,-888,248,131,-107
-400,-566,-165,483,-117,-366,248,-595,-1234,-1459,-1283,-893,253,131,-112
-400,-570,-170,485,-114,-370,248,-605,-1244,-1459,-1288,-893,263,131,-112
-400,-575,-175,488,-112,-375,253,-610,-1239,-1459,-1283,-902,263,131,-117
-390,-566,-175,478,-107,-370,253,-600,-1224,-1434,-1268,-897,253,126,-117
-370,-566,-195,468,-87,-380,253,-595,-1215,-1405,-1249,-883,253,122,-117
-366,-566,-200,466,-82,-383,253,-570,-1180,-1385,-1234,-873,248,117,-112
-356,-556,-200,456,-78,-378,253,-551,-1151,-1361,-1215,-854,239,117,-112
-341,-546,-204,444,-68,-375,244,-522,-1122,-1332,-1185,-829,229,112,-112
-331,-541,-209,436,-61,-375,239,-502,-1083,-1293,-1156,-814,224,107,-107
-322,-531,-209,427,-56,-370,234,-488,-1044,-1254,-1117,-785,219,107,-102
-312,-517,-204,414,-53,-361,229,-463,-1000,-1205,-1073,-771,209,102,-102
-287,-497,-209,392,-39,-353,224,-424,-946,-1146,-1029,-736,195,97,-92
-268,-478,-209,373,-29,-344,219,-400,-897,-1093,-985,-702,185,92,-78
-253,-458,-204,356,-24,-331,214,-375,-839,-1034,-932,-658,180,92,-68
-239,-439,-200,339,-19,-319,204,-351,-785,-976,-878,-619,170,87,-53
-214,-405,-190,309,-12,-297,195,-317,-727,-912,-814,-575,156,82,-34
-200,-380,-180,290,-9,-280,185,-297,-673,-854,-766,-541,146,78,-29
-185,-351,-165,268,-9,-258,175,-268,-610,-775,-707,-512,136,73,-24
-170,-326,-156,248,-7,-241,165,-234,-551,-712,-649,-473,126,68,-19
-146,-297,-151,222,2,-224,156,-209,-497,-653,-590,-434,102,58,0
-136,-278,-141,207,2,-209,146,-185,-448,-590,-536,-395,92,53,0
-122,-253,-131,187,4,-192,136,-161,-395,-531,-488,-356,82,53,0
-112,-234,-122,173,4,-178,122,-136,-346,-473,-439,-322,78,43,0
-107,-214,-107,161,0,-161,117,-126,-312,-419,-405,-297,78,39,4
-97,-200,-102,148,2,-151,112,-112,-268,-380,-356,-268,68,34,14
-92,-185,-92,139,0,-139,107,-102,-234,-331,-317,-239,58,29,14
-82,-165,-82,124,0,-124,102,-92,-195,-297,-273,-200,58,24,14
-73,-161,-87,117,7,-124,102,-78,-165,-258,-244,-180,43,24,4
-63,-151,-87,107,12,-119,92,-63,-136,-219,-209,-156,43,19,9
-58,-141,-82,100,12,-112,87,-58,-117,-185,-180,-136,39,14,9
-53,-131,-78,92,12,-104,78,-43,-97,-161,-151,-117,34,9,9
-53,-136,-82,95,14,-109,63,-43,-82,-136,-141,-112,29,-4,0
-43,-122,-78,82,17,-100,58,-34,-58,-112,-122,-97,24,-9,0
-39,-107,-68,73,14,-87,58,-29,-43,-92,-97,-82,19,-9,4
-34,-97,-63,65,14,-80,58,-24,-24,-78,-78,-73,19,-14,4
-24,-92,-68,58,21,-80,43,-19,-14,-63,-73,-53,9,-24,-4
-9,-82,-73,46,31,-78,39,-14,-9,-43,-48,-43,9,-24,-4
-9,-73,-63,41,26,-68,24,-9,0,-19,-34,-29,9,-24,-4
-9,-68,-58,39,24,-63,19,-9,14,0,-19,-19,9,-24,-4
0,-58,-58,29,29,-58,9,-14,24,4,-9,-19,14,-24,4
0,-53,-53,26,26,-53,4,-9,34,19,4,-9,9,-29,4
4,-48,-53,21,29,-51,-4,-9,43,29,24,0,9,-29,4
4,-34,-39,14,21,-36,-9,-9,53,34,39,9,9,-29,4
4,-19,-24,7,14,-21,-19,4,68,48,43,14,9,-34,4
4,-19,-24,7,14,-21,-19,4,73,63,43,14,4,-34,9
4,-19,-24,7,14,-21,-24,9,82,68,48,24,4,-34,9
4,-19,-24,7,14,-21,-24,9,87,73,53,29,0,-29,9
4,-19,-24,7,14,-21,-34,4,82,73,48,24,9,-24,14
4,-24,-29,9,17,-26,-34,4,87,82,58,24,9,-24,14
4,-24,-29,9,17,-26,-34,4,87,87,63,29,9,-24,14
4,-29,-34,12,19,-31,-34,4,92,92,73,34,4,-24,14
-4,-24,-19,14,7,-21,-34,4,97,87,63,39,4,-14,19
-4,-24,-19,14,7,-21,-29,4,102,92,63,39,4,-9,19
-4,-19,-14,12,4,-17,-24,9,102,97,68,39,4,-9,24
0,-19,-19,9,9,-19,-19,9,102,97,68,43,4,-9,24
-9,-9,0,9,-4,-4,-9,19,102,97,68,43,-4,0,34
-4,-9,-4,7,0,-7,-9,19,102,102,73,43,-4,0,34
-4,0,4,2,-4,2,-9,19,107,102,73,48,-4,4,34
-4,0,4,2,-4,2,-9,24,107,97,73,48,-4,4,39
4,4,0,-4,2,2,-19,29,117,107,78,48,0,4,43
4,9,4,-7,0,7,-19,29,126,107,82,48,0,9,43
0,14,14,-7,-7,14,-19,34,126,107,87,53,0,9,48
0,19,19,-9,-9,19,-19,34,122,107,92,53,0,9,48
4,9,4,-7,0,7,-14,34,122,112,92,53,0,9,48
9,9,0,-9,4,4,-9,34,122,117,92,53,0,9,48
14,9,-4,-12,9,2,-9,34,126,117,87,53,0,9,48
19,14,-4,-17,12,4,-9,34,126,122,87,53,0,9,48
14,14,0,-14,7,7,-4,34,117,117,87,58,-4,4,43
14,9,-4,-12,9,2,0,39,117,117,87,58,-4,4,48
14,4,-9,-9,12,-2,0,39,117,117,87,58,-4,4,48
14,4,-9,-9,12,-2,0,39,117,117,87,58,-4,4,48
14,4,-9,-9,12,-2,9,48,126,112,97,53,-4,4,48
14,0,-14,-7,14,-7,9,53,126,112,97,53,-4,4,48
14,-4,-19,-4,17,-12,14,53,126,112,97,53,-4,4,48
14,-9,-24,-2,19,-17,14,53,126,112,97,53,-4,4,48
4,-4,-9,0,7,-7,4,48,126,112,97,53,-14,14,48
4,0,-4,-2,4,-2,4,48,126,112,97,53,-14,14,48
4,0,-4,-2,4,-2,4,48,126,117,87,48,-14,14,48
4,0,-4,-2,4,-2,4,43,126,122,78,43,-14,14,48
14,4,-9,-9,12,-2,14,53,126,122,73,48,-14,9,48
14,4,-9,-9,12,-2,9,53,126,122,78,43,-14,4,48
14,4,-9,-9,12,-2,9,53,122,122,82,43,-14,0,48
14,4,-9,-9,12,-2,9,48,112,126,82,48,-14,0,53
4,-4,-9,0,7,-7,24,53,107,117,92,43,-24,9,58
4,-4,-9,0,7,-7,29,53,107,117,92,43,-19,9,43
4,-4,-9,0,7,-7,29,53,107,117,87,39,-19,14,39
4,-14,-19,4,12,-17,29,53,107,117,82,39,-19,14,29
14,-19,-34,2,24,-26,19,53,107,112,92,39,-19,4,39
9,-24,-34,7,21,-29,19,48,107,107,87,39,-19,4,39
9,-24,-34,7,21,-29,14,39,107,102,82,34,-19,-4,39
9,-29,-39,9,24,-34,14,34,107,97,82,34,-14,-4,34
9,-19,-29,4,19,-24,4,34,107,97,82,34,-4,-4,29
9,-19,-29,4,19,-24,4,34,107,92,82,34,-4,-9,29
9,-29,-39,9,24,-34,0,24,102,92,78,24,-4,-9,24
4,-34,-39,14,21,-36,0,24,97,87,68,24,0,-9,19
9,-29,-39,9,24,-34,4,29,102,92,68,24,0,-9,29
4,-24,-29,9,17,-26,0,24,97,87,68,29,-4,-14,29
4,-19,-24,7,14,-21,0,24,97,87,73,34,-9,-14,24
4,-19,-24,7,14,-21,0,24,97,82,73,39,-9,-9,24
4,-24,-29,9,17,-26,4,34,107,92,73,34,-4,9,39
9,-19,-29,4,19,-24,0,39,97,97,78,39,0,0,39
9,-19,-29,4,19,-24,0,29,107,97,68,39,-9,-9,29
9,-19,-29,4,19,-24,0,29,107,97,68,39,-9,-9,29
9,-19,-29,4,19,-24,0,29,107,97,68,39,-9,-9,29
9,-19,-29,4,19,-24,0,29,107,97,68,39,-9,-9,29
9,-14,-24,2,17,-19,-9,29,97,97,78,39,0,-9,29
9,-9,-19,0,14,-14,-9,29,97,97,78,39,0,-9,29
9,-4,-14,-2,12,-9,-9,29,97,97,78,39,0,-9,29
9,0,-9,-4,9,-4,-9,29,97,97,78,39,0,-9,29
0,0,0,0,0,0,-9,19,87,87,68,39,0,0,29
0,0,0,0,0,0,-9,19,87,87,68,39,0,0,29
0,0,0,0,0,0,-9,19,87,87,68,39,0,0,29
0,0,0,0,0,0,-9,19,87,87,68,39,0,0,29
9,4,-4,-7,7,0,-9,14,97,87,68,48,-4,9,29
4,4,0,-4,2,2,-19,14,97,87,68,48,-4,14,29
-4,4,9,0,-7,7,-19,9,97,87,68,48,0,14,29
-4,4,9,0,-7,7,-19,9,92,92,68,48,0,14,29
-4,4,9,0,-7,7,-19,4,97,97,78,53,0,24,34
-4,0,4,2,-4,2,-19,4,97,97,68,53,0,14,34
-4,0,4,2,-4,2,-19,4,97,97,68,48,0,14,34
0,4,4,-2,-2,4,-24,4,87,92,68,43,0,14,34
4,9,4,-7,0,7,-14,14,92,92,78,48,-9,24,34
9,14,4,-12,2,9,-4,4,92,87,68,48,0,24,34
9,14,4,-12,2,9,-4,4,87,87,68,48,4,14,39
9,19,9,-14,0,14,-4,4,87,87,68,48,4,14,39
0,9,9,-4,-4,9,-4,4,92,97,78,48,-4,29,39
0,24,24,-12,-12,24,-4,9,92,97,78,48,-4,29,43
0,24,24,-12,-12,24,0,19,97,97,78,48,-9,29,43
0,29,29,-14,-14,29,0,24,102,97,82,53,-9,34,43
0,24,24,-12,-12,24,4,24,102,102,78,43,-14,34,43
0,19,19,-9,-9,19,14,24,102,102,78,43,-14,29,48
0,14,14,-7,-7,14,24,24,102,102,82,43,-14,24,58
4,4,0,-4,2,2,29,24,102,107,87,43,-14,24,63
0,-14,-14,7,7,-14,34,19,92,107,82,39,-4,24,58
0,-19,-19,9,9,-19,34,24,87,102,78,34,-4,14,48
0,-24,-24,12,12,-24,34,34,92,97,78,39,-4,9,39
-4,-34,-29,19,12,-31,29,34,87,92,73,34,-4,9,29
-14,-34,-19,24,2,-26,34,34,78,97,68,34,-4,0,19
-14,-34,-19,24,2,-26,29,29,82,92,68,34,-4,0,19
-9,-34,-24,21,7,-29,29,24,82,92,63,29,-9,0,14
-9,-39,-29,24,9,-34,24,19,82,87,58,24,-9,0,14
-4,-43,-39,24,17,-41,24,4,78,78,48,24,0,-9,4
-4,-43,-39,24,17,-41,24,4,78,78,53,24,0,-14,0
-4,-48,-43,26,19,-46,24,9,78,73,53,19,0,-19,0
-4,-48,-43,26,19,-46,14,9,78,73,53,19,0,-29,-4
-4,-48,-43,26,19,-46,14,0,73,73,53,9,0,-19,-4
-4,-43,-39,24,17,-41,9,4,73,78,53,14,0,-14,-4
-4,-34,-29,19,12,-31,9,4,73,82,58,19,0,-14,-4
-4,-29,-24,17,9,-26,4,4,73,87,58,19,0,-14,0
-4,-34,-29,19,12,-31,4,4,73,78,63,29,0,-24,0
-4,-34,-29,19,12,-31,4,4,73,78,63,29,0,-24,0
0,-29,-29,14,14,-29,4,4,78,73,63,29,0,-24,0
0,-24,-24,12,12,-24,4,4,78,73,63,29,0,-24,0
4,-24,-29,9,17,-26,0,14,87,78,63,29,0,-24,0
9,-24,-34,7,21,-29,-4,14,87,82,63,34,0,-24,0
14,-24,-39,4,26,-31,-9,14,87,87,63,34,0,-24,0
19,-24,-43,2,31,-34,-14,14,87,92,63,34,4,-24,0
19,-19,-39,0,29,-29,-24,24,97,102,68,43,4,-24,4
19,-14,-34,-2,26,-24,-24,24,97,102,73,43,4,-24,4
19,-9,-29,-4,24,-19,-24,24,97,102,78,39,0,-24,4
19,0,-19,-9,19,-9,-24,24,97,107,82,39,0,-24,4
24,9,-14,-17,19,-2,-34,24,97,117,92,43,-9,-19,4
29,9,-19,-19,24,-4,-34,24,97,117,92,48,-9,-19,4
34,9,-24,-21,29,-7,-34,24,97,112,92,53,-9,-14,9
39,9,-29,-24,34,-9,-34,24,97,112,92,58,-9,-14,9
34,19,-14,-26,24,2,-34,24,107,112,92,58,-9,-4,19
29,19,-9,-24,19,4,-34,24,107,112,92,58,-9,-4,19
24,19,-4,-21,14,7,-29,24,107,112,92,58,-9,-4,19
19,19,0,-19,9,9,-29,24,107,112,92,58,-9,-4,19
19,29,9,-24,4,19,-29,24,107,122,92,68,-9,4,29
19,29,9,-24,4,19,-29,24,107,122,92,68,-9,9,29
14,29,14,-21,0,21,-29,24,107,122,92,68,-9,9,29
14,29,14,-21,0,21,-24,24,107,122,92,68,-9,9,34
9,19,9,-14,0,14,-24,14,97,112,82,58,0,19,34
4,19,14,-12,-4,17,-24,14,97,112,82,58,0,19,34
0,19,19,-9,-9,19,-19,14,97,107,82,58,-4,19,34
-4,19,24,-7,-14,21,-19,14,92,107,78,58,-4,19,34
4,9,4,-7,0,7,-19,4,92,107,78,43,4,19,24
4,9,4,-7,0,7,-19,4,92,107,78,43,4,14,29
0,4,4,-2,-2,4,-14,4,92,107,78,43,4,14,29
0,4,4,-2,-2,4,-14,4,92,107,78,43,4,9,24
-4,0,4,2,-4,2,-14,14,92,107,78,34,4,9,24
-4,-4,0,4,-2,-2,-14,14,92,107,73,34,4,4,24
-4,-9,-4,7,0,-7,-14,9,87,107,73,34,4,4,24
-4,-19,-14,12,4,-17,-14,4,87,107,73,29,9,4,24
-4,-29,-24,17,9,-26,-9,9,87,97,68,29,9,4,24
-4,-29,-24,17,9,-26,-9,9,87,97,68,34,4,0,19
-4,-24,-19,14,7,-21,-14,14,87,97,68,34,4,-4,19
-4,-19,-14,12,4,-17,-9,14,87,97,68,34,9,-4,19
-14,-19,-4,17,-4,-12,-4,9,78,97,68,34,19,-4,19
-14,-24,-9,19,-2,-17,0,9,78,92,68,34,14,0,19
-14,-34,-19,24,2,-26,4,9,82,92,68,34,14,0,19
-14,-39,-24,26,4,-31,19,19,87,102,68,34,14,0,24
-9,-39,-29,24,9,-34,14,34,112,112,87,34,9,9,29
0,-24,-24,12,12,-24,24,63,141,136,97,48,4,14,43
9,4,-4,-7,7,0,34,82,190,190,146,73,-19,29,78
9,43,34,-26,-12,39,34,122,268,273,214,117,-48,43,122
24,92,68,-58,-21,80,29,161,366,390,302,170,-68,63,161
43,151,107,-97,-31,129,19,204,488,527,409,253,-87,63,200
73,214,141,-143,-34,178,0,263,619,678,546,336,-122,63,234
122,263,141,-192,-9,202,-24,341,756,824,673,429,-151,48,248
170,302,131,-236,19,217,-43,429,888,976,800,497,-180,29,273
224,356,131,-290,46,244,-68,502,1019,1127,922,585,-204,19,297
273,444,170,-358,51,307,-102,556,1171,1293,1078,692,-239,19,322
331,561,229,-446,51,395,-161,595,1298,1464,1234,829,-283,9,336
414,683,268,-549,73,475,-219,688,1473,1683,1429,966,-331,-9,370
527,805,278,-666,124,541,-287,824,1698,1932,1649,1117,-380,-34,395
649,922,273,-785,187,597,-366,917,1849,2127,1830,1259,-429,-92,356
756,1039,283,-897,236,661,-478,922,1873,2230,1961,1381,-468,-165,253
858,1200,341,-1029,258,771,-614,868,1869,2337,2098,1527,-502,-248,122
976,1405,429,-1190,273,917,-771,790,1878,2498,2293,1712,-551,-351,-34
1073,1620,546,-1346,263,1083,-941,688,1893,2669,2522,1932,-590,-463,-224
1127,1790,663,-1459,231,1227,-1078,566,1873,2825,2713,2132,-614,-575,-400
1146,1917,771,-1532,187,1344,-1161,458,1883,2957,2874,2274,-644,-634,-488
1146,1966,819,-1556,163,1393,-1205,395,1883,3050,2991,2352,-644,-678,-561
1171,1937,766,-1554,202,1351,-1259,331,1873,3113,3064,2420,-614,-780,-697
1161,1878,717,-1520,222,1298,-1293,287,1883,3172,3132,2464,-570,-897,-858
1112,1795,683,-1454,214,1239,-1273,268,1912,3137,3103,2444,-522,-956,-927
1058,1659,600,-1359,229,1129,-1210,283,1854,2932,2908,2347,-458,-980,-941
1049,1449,400,-1249,324,924,-1141,302,1673,2552,2576,2137,-380,-1019,-1000
1015,1200,185,-1107,414,692,-1044,292,1385,2078,2191,1883,-302,-1029,-1010
902,1015,112,-958,395,563,-912,229,1054,1605,1805,1639,-234,-956,-956
785,834,48,-810,368,441,-800,136,707,1195,1473,1420,-185,-858,-897
683,629,-53,-656,368,287,-668,43,395,839,1185,1190,-112,-780,-858
517,405,-112,-461,314,146,-507,-73,92,502,824,883,-43,-653,-775
302,175,-126,-239,214,24,-326,-185,-224,112,390,488,24,-488,-644
97,-14,-112,-41,104,-63,-156,-258,-468,-234,-4,126,63,-312,-468
-19,-112,-92,65,36,-102,-43,-273,-551,-419,-239,-92,78,-190,-331
-24,-141,-117,82,46,-129,0,-219,-463,-395,-297,-161,78,-136,-239
-4,-131,-126,68,61,-129,14,-126,-322,-307,-268,-170,48,-102,-170
0,-97,-97,48,48,-97,29,-78,-244,-239,-219,-151,34,-53,-107
-9,-82,-73,46,31,-78,39,-53,-204,-200,-180,-126,34,-24,-63
-19,-82,-63,51,21,-73,39,-29,-156,-161,-146,-112,29,-14,-29
-19,-78,-58,48,19,-68,34,-19,-122,-136,-136,-107,14,0,-14
-24,-68,-43,46,9,-56,34,-29,-117,-126,-122,-97,24,4,0
-29,-68,-39,48,4,-53,34,-29,-107,-122,-107,-92,34,9,0
-34,-68,-34,51,0,-51,39,-24,-97,-107,-107,-92,34,19,9
-34,-68,-34,51,0,-51,39,-19,-78,-102,-107,-87,19,19,14
-39,-78,-39,58,0,-58,43,-9,-78,-102,-112,-82,29,24,24
-43,-82,-39,63,-2,-61,48,-14,-78,-102,-122,-92,29,39,34
-43,-78,-34,61,-4,-56,53,-14,-68,-97,-112,-92,29,39,39
-48,-78,-29,63,-9,-53,53,-14,-58,-87,-107,-87,29,39,39
-53,-78,-24,65,-14,-51,53,0,-58,-82,-102,-87,24,43,48
-63,-78,-14,70,-24,-46,63,-4,-53,-87,-97,-97,24,43,58
-63,-78,-14,70,-24,-46,68,-4,-43,-82,-97,-92,24,43,58
-63,-78,-14,70,-24,-46,68,-4,-43,-82,-92,-92,24,48,58
-63,-82,-19,73,-21,-51,68,-4,-43,-82,-92,-92,24,48,63
-58,-78,-19,68,-19,-48,68,0,-34,-73,-92,-92,24,48,63
-58,-78,-19,68,-19,-48,63,0,-34,-68,-92,-92,24,48,58
-63,-78,-14,70,-24,-46,63,-4,-34,-68,-92,-92,24,48,58
-63,-82,-19,73,-21,-51,58,-4,-34,-63,-87,-92,24,48,58
-63,-82,-19,73,-21,-51,58,4,-29,-48,-78,-78,14,48,63
-63,-82,-19,73,-21,-51,63,4,-29,-48,-78,-78,14,48,63
-63,-82,-19,73,-21,-51,63,4,-29,-53,-78,-78,14,43,58
-63,-78,-14,70,-24,-46,68,4,-29,-53,-78,-78,14,43,58
-53,-82,-29,68,-12,-56,63,14,-24,-63,-78,-87,14,43,58
-53,-82,-29,68,-12,-56,63,14,-24,-63,-78,-87,14,43,58
-53,-82,-29,68,-12,-56,63,14,-24,-63,-78,-87,14,43,58
-58,-82,-24,70,-17,-53,63,14,-24,-63,-78,-92,14,43,58
-58,-92,-34,75,-12,-63,63,19,-24,-63,-92,-87,14,34,58
-58,-87,-29,73,-14,-58,63,19,-24,-63,-92,-92,14,34,58
-58,-87,-29,73,-14,-58,63,19,-29,-63,-87,-92,14,39,58
-58,-82,-24,70,-17,-53,63,14,-29,-63,-87,-87,14,39,58
-63,-87,-24,75,-19,-56,63,9,-29,-73,-92,-97,24,34,43
-63,-87,-24,75,-19,-56,63,4,-34,-73,-92,-97,24,29,39
-68,-92,-24,80,-21,-58,63,4,-39,-78,-92,-92,24,24,39
-68,-92,-24,80,-21,-58,63,0,-43,-78,-92,-92,29,19,34
-58,-82,-24,70,-17,-53,53,-4,-53,-87,-102,-92,29,9,29
-58,-82,-24,70,-17,-53,53,-9,-53,-87,-102,-92,29,14,29
-58,-82,-24,70,-17,-53,53,-9,-53,-87,-107,-102,29,14,29
-53,-82,-29,68,-12,-56,53,-9,-53,-92,-107,-102,29,14,29
-63,-73,-9,68,-26,-41,39,-19,-43,-82,-107,-97,24,9,19
