I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, X, Y, Z
-112,-82,29,97,-70,-26,102,68,-43,-78,-136,-107,-126,-34,-29
-122,-87,34,104,-78,-26,126,87,-29,-73,-131,-117,-126,-39,-43
-126,-92,34,109,-80,-29,141,102,-4,-53,-126,-126,-136,-43,-68
-141,-97,43,119,-92,-26,141,97,-4,-53,-126,-126,-146,-43,-73
-136,-92,43,114,-90,-24,141,97,-9,-63,-131,-131,-146,-43,-78
-131,-87,43,109,-87,-21,141,102,-9,-63,-131,-131,-146,-43,-82
-131,-87,43,109,-87,-21,146,112,-4,-58,-131,-131,-146,-48,-87
-136,-87,48,112,-92,-19,151,112,-4,-53,-126,-136,-146,-48,-87
-136,-87,48,112,-92,-19,151,107,0,-53,-126,-136,-151,-48,-87
-131,-87,43,109,-87,-21,151,107,0,-53,-126,-136,-151,-48,-87
-131,-87,43,109,-87,-21,151,107,0,-53,-126,-136,-151,-48,-87
-136,-87,48,112,-92,-19,156,107,0,-53,-122,-136,-151,-48,-92
-141,-92,48,117,-95,-21,161,117,-4,-58,-122,-136,-151,-48,-92
-146,-92,53,119,-100,-19,170,122,-4,-58,-122,-136,-151,-53,-92
-146,-97,48,122,-97,-24,175,122,-4,-58,-122,-136,-146,-53,-92
-146,-102,43,124,-95,-29,175,122,-4,-58,-122,-136,-146,-53,-87
-141,-102,39,122,-90,-31,175,126,0,-53,-122,-136,-146,-53,-87
-141,-107,34,124,-87,-36,180,126,0,-53,-122,-136,-146,-53,-92
-141,-102,39,122,-90,-31,180,131,0,-48,-117,-131,-146,-48,-97
-141,-92,48,117,-95,-21,180,131,0,-39,-117,-126,-146,-43,-102
-146,-92,53,119,-100,-19,180,136,4,-39,-107,-126,-146,-43,-107
-151,-97,53,124,-102,-21,180,141,9,-34,-102,-131,-146,-43,-107
-151,-102,48,126,-100,-26,180,141,9,-34,-102,-131,-146,-48,-102
-151,-107,43,129,-97,-31,185,146,14,-34,-97,-131,-146,-48,-97
-151,-107,43,129,-97,-31,185,146,14,-24,-92,-126,-146,-48,-102
-151,-107,43,129,-97,-31,185,151,19,-19,-87,-126,-141,-48,-102
-151,-102,48,126,-100,-26,190,156,29,-14,-82,-122,-131,-53,-107
-151,-102,48,126,-100,-26,190,156,34,-14,-78,-122,-126,-58,-107
-151,-102,48,126,-100,-26,190,165,39,-9,-73,-117,-126,-58,-112
-151,-102,48,126,-100,-26,190,175,48,0,-68,-117,-126,-58,-112
-146,-107,39,126,-92,-34,190,175,63,9,-58,-117,-122,-58,-117
-136,-112,24,124,-80,-43,190,185,73,19,-48,-107,-112,-58,-122
-136,-112,24,124,-80,-43,190,190,82,29,-39,-107,-107,-63,-122
-141,-112,29,126,-85,-41,190,200,92,43,-24,-97,-102,-68,-126
-141,-107,34,124,-87,-36,190,209,102,58,-14,-87,-97,-68,-131
-141,-107,34,124,-87,-36,190,219,117,73,0,-82,-87,-68,-136
-131,-107,24,119,-78,-41,190,224,126,87,19,-73,-78,-68,-146
-126,-107,19,117,-73,-43,190,229,146,107,29,-63,-63,-68,-151
-122,-102,19,112,-70,-41,195,239,161,131,53,-48,-53,-68,-156
-117,-97,19,107,-68,-39,195,248,185,151,78,-34,-39,-63,-161
-112,-102,9,107,-61,-46,195,258,209,180,102,-14,-19,-68,-165
-107,-107,0,107,-53,-53,195,273,234,209,131,4,0,-73,-170
-102,-97,4,100,-53,-46,195,278,263,244,170,24,24,-73,-175
-97,-97,0,97,-48,-48,195,292,297,283,214,43,48,-73,-190
-87,-92,-4,90,-41,-48,195,312,336,331,263,82,82,-68,-200
-82,-92,-9,87,-36,-51,195,331,375,385,312,122,117,-63,-214
-63,-82,-19,73,-21,-51,190,351,429,434,366,151,146,-63,-229
-48,-68,-19,58,-14,-43,185,370,483,497,429,185,180,-53,-234
-34,-58,-24,46,-4,-41,180,395,546,561,488,239,229,-53,-248
-19,-53,-34,36,7,-43,180,414,600,629,561,292,273,-39,-263
-4,-43,-39,24,17,-41,175,444,644,697,629,331,322,-39,-278
9,-34,-43,12,26,-39,170,468,707,761,702,370,366,-34,-292
39,-24,-63,-7,51,-43,170,488,771,839,780,429,419,-39,-307
58,-9,-68,-24,63,-39,170,507,829,907,854,483,468,-29,-326
78,4,-73,-41,75,-34,156,522,873,966,917,531,512,-19,-331
102,14,-87,-58,95,-36,141,527,907,1005,976,570,551,-9,-336
112,34,-78,-73,95,-21,131,536,946,1049,1015,605,590,-4,-336
136,43,-92,-90,114,-24,122,541,961,1078,1034,634,614,14,-331
146,63,-82,-104,114,-9,107,536,961,1063,1019,634,619,24,-331
151,73,-78,-112,114,-2,97,527,951,1034,1000,624,614,29,-326
151,78,-73,-114,112,2,82,502,907,980,946,595,590,29,-307
146,87,-58,-117,102,14,68,463,829,902,863,551,546,29,-283
136,92,-43,-114,90,24,58,409,741,810,761,502,492,39,-253
122,97,-24,-109,73,36,43,346,644,707,653,439,429,39,-214
107,97,-9,-102,58,43,29,302,546,590,541,370,361,48,-180
102,92,-9,-97,56,41,14,229,429,463,419,297,287,58,-141
73,82,9,-78,31,46,9,175,326,346,302,224,214,58,-122
48,73,24,-61,12,48,14,131,248,263,209,161,161,53,-102
29,63,34,-46,-2,48,9,92,185,180,131,112,112,48,-78
19,53,34,-36,-7,43,9,73,122,112,58,68,63,34,-63
9,43,34,-26,-12,39,14,39,63,48,-4,24,24,24,-43
0,29,29,-14,-14,29,14,24,24,9,-43,-9,-9,19,-39
-9,19,29,-4,-19,24,14,9,0,-24,-73,-43,-34,9,-29
-19,4,24,7,-21,14,9,0,-24,-58,-107,-58,-53,9,-19
-29,-4,24,17,-26,9,9,-9,-53,-87,-136,-68,-68,4,-14
-34,-9,24,21,-29,7,14,-14,-68,-102,-151,-87,-78,-4,-9
-39,-24,14,31,-26,-4,14,-14,-78,-112,-151,-97,-87,-9,-9
-43,-29,14,36,-29,-7,14,-14,-82,-122,-156,-97,-97,-14,0
-48,-29,19,39,-34,-4,14,-19,-92,-136,-170,-107,-97,-14,-4
-48,-34,14,41,-31,-9,14,-19,-97,-141,-180,-112,-102,-14,-4
-53,-34,19,43,-36,-7,14,-24,-97,-141,-180,-117,-107,-9,-4
-53,-34,19,43,-36,-7,14,-24,-102,-146,-180,-122,-112,-9,-4
-53,-34,19,43,-36,-7,14,-24,-107,-146,-185,-122,-112,-9,0
-58,-39,19,48,-39,-9,14,-24,-107,-141,-190,-122,-112,-9,0
-58,-39,19,48,-39,-9,14,-29,-112,-141,-195,-122,-117,-9,0
-58,-43,14,51,-36,-14,14,-29,-117,-146,-195,-122,-117,-14,4
-58,-43,14,51,-36,-14,14,-24,-117,-146,-195,-126,-117,-19,4
-58,-39,19,48,-39,-9,14,-24,-122,-151,-195,-126,-117,-24,9
-58,-34,24,46,-41,-4,19,-24,-117,-151,-195,-126,-117,-24,9
-58,-34,24,46,-41,-4,24,-24,-117,-156,-195,-126,-117,-24,9
-53,-34,19,43,-36,-7,24,-24,-117,-156,-200,-126,-117,-24,9
-53,-34,19,43,-36,-7,24,-24,-117,-156,-200,-126,-122,-24,9
-63,-39,24,51,-43,-7,24,-24,-117,-156,-200,-131,-122,-24,9
-63,-39,24,51,-43,-7,24,-24,-117,-156,-200,-131,-122,-24,9
-63,-39,24,51,-43,-7,24,-24,-117,-156,-200,-131,-122,-29,9
-63,-39,24,51,-43,-7,24,-24,-117,-156,-200,-131,-122,-29,9
-63,-43,19,53,-41,-12,24,-24,-117,-156,-200,-131,-122,-29,9
-63,-48,14,56,-39,-17,24,-24,-117,-156,-200,-131,-122,-29,9
-63,-48,14,56,-39,-17,24,-19,-117,-156,-195,-131,-122,-29,14
-63,-48,14,56,-39,-17,29,-19,-117,-156,-190,-131,-122,-29,19
-63,-53,9,58,-36,-21,24,-19,-117,-151,-190,-131,-117,-29,19
-63,-53,9,58,-36,-21,19,-19,-112,-151,-190,-131,-112,-29,14
-63,-48,14,56,-39,-17,14,-14,-112,-141,-190,-126,-112,-29,9
-63,-39,24,51,-43,-7,14,-14,-112,-136,-190,-117,-112,-29,4
-63,-39,24,51,-43,-7,19,-19,-112,-136,-190,-117,-112,-29,4
-58,-39,19,48,-39,-9,19,-24,-107,-131,-185,-117,-107,-29,4
-58,-43,14,51,-36,-14,19,-24,-107,-131,-180,-117,-107,-24,4
-58,-48,9,53,-34,-19,19,-24,-102,-131,-180,-112,-102,-24,4
-58,-48,9,53,-34,-19,19,-24,-102,-126,-175,-112,-97,-24,4
-53,-43,9,48,-31,-17,14,-19,-102,-126,-170,-107,-97,-29,4
-53,-43,9,48,-31,-17,14,-19,-102,-122,-170,-107,-97,-29,4
-58,-43,14,51,-36,-14,14,-19,-97,-122,-165,-107,-97,-24,9
-58,-43,14,51,-36,-14,14,-19,-87,-112,-165,-102,-92,-19,9
-58,-43,14,51,-36,-14,14,-19,-87,-112,-161,-102,-92,-14,9
-48,-43,4,46,-26,-19,9,-24,-87,-112,-156,-97,-87,-14,9
-43,-43,0,43,-21,-21,9,-29,-87,-112,-151,-97,-82,-14,9
-43,-43,0,43,-21,-21,9,-29,-87,-107,-156,-92,-82,-9,9
-48,-39,9,43,-29,-14,4,-29,-82,-107,-156,-92,-82,-9,9
-48,-39,9,43,-29,-14,4,-24,-82,-112,-156,-87,-82,-14,9
-43,-39,4,41,-24,-17,4,-24,-82,-112,-156,-87,-78,-19,4
-43,-39,4,41,-24,-17,4,-29,-82,-112,-151,-87,-78,-19,4
-43,-39,4,41,-24,-17,4,-29,-82,-112,-151,-87,-78,-24,4
-39,-39,0,39,-19,-19,4,-29,-82,-112,-146,-87,-78,-29,4
-39,-34,4,36,-21,-14,4,-29,-78,-112,-141,-82,-78,-29,9
-39,-34,4,36,-21,-14,4,-29,-82,-112,-146,-87,-78,-29,9
-43,-34,9,39,-26,-12,4,-29,-87,-112,-146,-92,-78,-29,9
-43,-34,9,39,-26,-12,4,-29,-87,-112,-151,-92,-78,-29,9
-43,-39,4,41,-24,-17,4,-29,-87,-112,-156,-97,-82,-29,9
-43,-39,4,41,-24,-17,4,-24,-87,-112,-156,-97,-82,-34,4
-43,-34,9,39,-26,-12,4,-19,-92,-117,-156,-97,-82,-34,4
-48,-39,9,43,-29,-14,4,-19,-87,-117,-151,-97,-82,-29,4
-53,-43,9,48,-31,-17,4,-19,-82,-117,-151,-97,-82,-29,4
-53,-43,9,48,-31,-17,9,-24,-82,-117,-151,-97,-82,-24,4
-53,-43,9,48,-31,-17,9,-29,-82,-117,-151,-97,-82,-19,4
-53,-43,9,48,-31,-17,9,-24,-82,-122,-151,-97,-87,-19,9
-53,-43,9,48,-31,-17,9,-24,-87,-122,-151,-97,-87,-24,9
-53,-43,9,48,-31,-17,9,-24,-92,-122,-151,-97,-92,-29,9
-53,-43,9,48,-31,-17,9,-24,-92,-122,-156,-102,-92,-29,9
-48,-43,4,46,-26,-19,9,-24,-92,-122,-156,-102,-92,-29,14
-43,-39,4,41,-24,-17,9,-24,-92,-122,-156,-97,-92,-29,14
-48,-43,4,46,-26,-19,0,-24,-97,-126,-156,-102,-87,-34,19
-53,-39,14,46,-34,-12,0,-29,-97,-122,-161,-102,-87,-34,14
-63,-58,4,61,-34,-26,0,-39,-97,-131,-161,-102,-87,-29,19
-63,-53,9,58,-36,-21,9,-34,-87,-136,-151,-102,-92,-24,9
-53,-48,4,51,-29,-21,9,-29,-87,-131,-156,-97,-87,-29,9
-43,-48,-4,46,-19,-26,9,-24,-92,-126,-161,-97,-82,-39,9
-48,-48,0,48,-24,-24,9,-24,-92,-131,-161,-102,-82,-39,9
-58,-48,9,53,-34,-19,9,-29,-97,-136,-165,-107,-87,-39,9
-58,-48,9,53,-34,-19,9,-24,-97,-136,-165,-107,-87,-39,9
-58,-48,9,53,-34,-19,9,-19,-97,-136,-165,-107,-87,-39,9
-58,-48,9,53,-34,-19,9,-19,-92,-131,-165,-102,-87,-39,9
-53,-39,14,46,-34,-12,9,-19,-87,-126,-165,-97,-87,-34,4
-48,-34,14,41,-31,-9,9,-19,-87,-126,-165,-97,-92,-29,0
-34,-24,9,29,-21,-7,24,-14,-73,-117,-161,-92,-92,-24,-9
-29,-4,24,17,-26,9,58,4,-63,-107,-151,-87,-92,-4,-24
-14,14,29,0,-21,21,92,24,-48,-92,-136,-78,-92,19,-43
-9,29,39,-9,-24,34,131,48,-29,-82,-126,-68,-97,34,-58
0,48,48,-24,-24,48,136,58,-19,-73,-117,-68,-102,43,-78
0,63,63,-31,-31,63,136,68,-4,-63,-112,-63,-107,53,-87
14,78,63,-46,-24,70,117,68,14,-53,-102,-58,-107,63,-102
19,102,82,-61,-31,92,92,68,24,-39,-92,-48,-102,82,-117
24,122,97,-73,-36,109,73,58,34,-29,-82,-43,-92,92,-117
34,126,92,-80,-29,109,-4,-4,19,-43,-92,-43,-87,92,-92
39,131,92,-85,-26,112,-102,-107,-19,-68,-107,-43,-82,97,-39
39,131,92,-85,-26,112,-151,-126,-39,-78,-122,-48,-73,102,-9
39,122,82,-80,-21,102,-161,-136,-58,-92,-131,-48,-68,102,14
43,117,73,-80,-14,95,-170,-136,-68,-97,-131,-48,-63,102,29
48,107,58,-78,-4,82,-170,-136,-73,-102,-136,-48,-48,102,39
43,92,48,-68,-2,70,-165,-151,-92,-117,-141,-53,-48,78,63
43,78,34,-61,4,56,-170,-161,-122,-131,-146,-58,-39,58,87
48,68,19,-58,14,43,-170,-161,-126,-141,-156,-58,-29,53,102
48,63,14,-56,17,39,-161,-156,-126,-141,-156,-58,-29,53,102
43,53,9,-48,17,31,-131,-136,-122,-141,-156,-58,-29,48,92
19,29,9,-24,4,19,-87,-112,-122,-141,-161,-68,-48,39,82
-9,14,24,-2,-17,19,-53,-92,-126,-146,-170,-87,-73,29,58
-34,0,34,17,-34,17,-29,-78,-126,-146,-175,-92,-87,19,48
-48,-9,39,29,-43,14,-19,-78,-126,-146,-180,-97,-97,19,39
-53,-14,39,34,-46,12,-9,-68,-126,-146,-180,-97,-102,9,29
-73,-24,48,48,-61,12,4,-48,-122,-151,-180,-112,-112,0,19
-78,-39,39,58,-58,0,24,-29,-122,-156,-180,-117,-117,-19,9
-87,-73,14,80,-51,-29,34,-19,-122,-156,-190,-126,-122,-39,9
-87,-92,-4,90,-41,-48,43,-14,-122,-161,-195,-131,-126,-48,9
-87,-92,-4,90,-41,-48,48,-19,-122,-165,-195,-136,-126,-58,14
-92,-92,0,92,-46,-46,53,-19,-126,-165,-200,-136,-126,-58,14
-97,-97,0,97,-48,-48,58,-19,-126,-165,-200,-136,-126,-58,14
-97,-97,0,97,-48,-48,63,-14,-122,-165,-200,-136,-131,-58,9
-102,-92,9,97,-56,-41,68,-9,-117,-165,-200,-136,-131,-58,4
-102,-87,14,95,-58,-36,73,-9,-107,-161,-200,-136,-131,-58,-4
-107,-87,19,97,-63,-34,87,9,-87,-141,-180,-136,-131,-53,-24
-126,-78,48,102,-87,-14,112,39,-48,-107,-165,-141,-141,-48,-48
-161,-68,92,114,-126,12,170,97,34,-63,-141,-170,-170,-29,-126
-204,-53,151,129,-178,48,302,258,195,29,-97,-204,-214,-14,-263
-209,-14,195,112,-202,90,507,556,502,234,29,-200,-209,14,-497
-146,68,214,39,-180,141,673,912,932,556,287,-112,-97,58,-751
-43,156,200,-56,-122,178,673,1019,1151,746,453,0,34,102,-839
131,307,175,-219,-21,241,409,805,1161,819,561,161,209,161,-736
331,536,204,-434,63,370,-24,180,619,556,453,317,322,297,-375
531,761,229,-646,151,495,-732,-966,-512,-122,87,419,356,453,331
775,927,151,-851,312,539,-1542,-2064,-1590,-775,-297,556,463,570,1141
1132,961,-170,-1046,651,395,-2391,-2840,-2313,-1171,-448,839,824,536,1966
1376,1015,-361,-1195,868,326,-2971,-3298,-2669,-1376,-512,1005,1078,531,2440
1527,980,-546,-1254,1037,217,-3152,-3342,-2586,-1337,-488,1068,1205,488,2508
1361,531,-829,-946,1095,-148,-2493,-2562,-1956,-936,-239,1010,1224,165,2059
990,258,-732,-624,861,-236,-1708,-1790,-1254,-566,-102,727,907,43,1478
658,131,-527,-395,592,-197,-1161,-1283,-1068,-712,-478,297,453,29,1132
405,29,-375,-217,390,-173,-790,-917,-907,-722,-595,48,165,14,868
229,-9,-239,-109,234,-124,-512,-614,-639,-546,-458,-39,48,4,590
73,-58,-131,-7,102,-95,-239,-307,-405,-375,-331,-102,-39,-29,336
-24,-82,-58,53,17,-70,-39,-73,-180,-195,-214,-102,-53,-53,141
-78,-112,-34,95,-21,-73,68,39,-63,-92,-146,-107,-73,-68,29
-107,-117,-9,112,-48,-63,107,78,-34,-82,-126,-107,-87,-68,-14
-102,-117,-14,109,-43,-65,122,97,-43,-87,-131,-107,-97,-68,-29
-112,-117,-4,114,-53,-61,146,117,-29,-82,-131,-117,-97,-68,-43
-117,-122,-4,119,-56,-63,165,136,-4,-63,-126,-126,-107,-73,-63
-136,-126,9,131,-73,-58,170,131,-4,-63,-126,-126,-122,-73,-63
-141,-126,14,134,-78,-56,170,126,-9,-73,-131,-131,-126,-73,-68
-141,-126,14,134,-78,-56,170,131,-9,-78,-131,-131,-126,-73,-73
-141,-126,14,134,-78,-56,180,141,-4,-78,-131,-131,-126,-78,-78
-141,-126,14,134,-78,-56,190,141,-4,-73,-126,-136,-126,-78,-78
-136,-126,9,131,-73,-58,190,141,0,-73,-126,-136,-131,-78,-78
-131,-126,4,129,-68,-61,195,146,4,-73,-122,-136,-131,-78,-78
-131,-126,4,129,-68,-61,200,146,9,-73,-117,-136,-131,-78,-78
-136,-126,9,131,-73,-58,204,146,9,-73,-112,-136,-131,-78,-82
-136,-131,4,134,-70,-63,204,151,9,-73,-112,-136,-131,-78,-82
-136,-131,4,134,-70,-63,209,151,14,-68,-112,-136,-131,-82,-82
-136,-131,4,134,-70,-63,214,151,14,-68,-112,-136,-131,-82,-87
-141,-131,9,136,-75,-61,214,156,14,-68,-112,-136,-136,-82,-87
-146,-131,14,139,-80,-58,214,165,19,-63,-112,-136,-136,-82,-87
-151,-136,14,143,-82,-61,219,165,19,-63,-112,-136,-136,-82,-92
-151,-136,14,143,-82,-61,219,170,19,-63,-107,-136,-136,-82,-92
-146,-131,14,139,-80,-58,219,165,14,-58,-112,-136,-136,-82,-92
-141,-131,9,136,-75,-61,219,165,14,-58,-112,-136,-136,-82,-97
-141,-136,4,139,-73,-65,219,170,19,-53,-112,-141,-136,-82,-102
-141,-136,4,139,-73,-65,219,170,19,-53,-112,-141,-136,-87,-107
-141,-136,4,139,-73,-65,219,175,29,-58,-107,-141,-136,-87,-107
-141,-136,4,139,-73,-65,214,175,34,-53,-102,-136,-136,-87,-112
-141,-136,4,139,-73,-65,214,180,39,-48,-97,-136,-131,-87,-112
-141,-131,9,136,-75,-61,219,185,48,-43,-92,-131,-126,-87,-117
-141,-131,9,136,-75,-61,219,185,53,-43,-87,-131,-126,-87,-112
-141,-131,9,136,-75,-61,219,190,58,-39,-82,-126,-126,-87,-112
-141,-126,14,134,-78,-56,219,200,68,-29,-73,-126,-131,-87,-112
-141,-122,19,131,-80,-51,219,204,78,-19,-58,-126,-131,-87,-117
-136,-122,14,129,-75,-53,224,214,82,-9,-48,-117,-122,-87,-122
-136,-122,14,129,-75,-53,229,219,92,0,-39,-117,-117,-87,-122
-141,-126,14,134,-78,-56,229,224,102,14,-24,-107,-107,-87,-126
-141,-126,14,134,-78,-56,229,229,117,29,-14,-97,-97,-87,-131
-141,-126,14,134,-78,-56,229,239,136,43,0,-92,-87,-87,-136
-136,-126,9,131,-73,-58,229,244,146,58,19,-82,-82,-87,-146
-136,-126,9,131,-73,-58,224,248,165,78,29,-78,-73,-87,-151
-131,-122,9,126,-70,-56,224,258,180,102,53,-73,-63,-87,-156
-126,-117,9,122,-68,-53,224,268,204,122,78,-63,-48,-82,-161
-122,-117,4,119,-63,-56,224,278,229,151,102,-43,-34,-82,-170
-122,-117,4,119,-63,-56,224,292,253,180,131,-24,-19,-82,-180
-122,-107,14,114,-68,-46,224,302,287,214,165,-4,4,-82,-185
-117,-107,9,112,-63,-48,229,322,326,258,204,14,24,-82,-204
-107,-102,4,104,-56,-48,234,341,366,307,248,43,48,-78,-219
-102,-102,0,102,-51,-51,234,356,405,356,292,73,78,-68,-234
-87,-92,-4,90,-41,-48,234,370,458,405,346,102,107,-63,-253
-78,-73,4,75,-41,-34,234,390,517,468,409,136,141,-53,-263
-63,-58,4,61,-34,-26,234,419,585,531,468,180,185,-53,-283
-53,-53,0,53,-26,-26,234,444,644,600,541,224,224,-39,-302
-43,-43,0,43,-21,-21,229,473,702,673,610,263,268,-39,-322
-29,-34,-4,31,-12,-19,229,497,775,741,683,302,302,-34,-346
-4,-24,-19,14,7,-21,229,522,844,819,761,356,351,-34,-366
9,-9,-19,0,14,-14,229,546,907,888,834,405,400,-14,-390
29,9,-19,-19,24,-4,219,566,966,961,902,453,444,0,-405
53,24,-29,-39,41,-2,214,575,1015,1015,966,492,483,9,-414
63,43,-19,-53,41,12,209,585,1058,1058,1010,527,522,14,-424
87,53,-34,-70,61,9,200,590,1078,1088,1034,556,546,34,-424
97,73,-24,-85,61,24,185,590,1078,1088,1034,566,556,43,-419
102,82,-19,-92,61,31,175,585,1068,1073,1024,566,556,48,-414
107,87,-19,-97,63,34,161,561,1024,1024,971,551,541,53,-390
107,97,-9,-102,58,43,146,522,941,946,893,522,507,53,-361
102,97,-4,-100,53,46,131,468,849,849,795,473,458,58,-331
97,97,0,-97,48,48,112,400,746,746,697,414,405,58,-287
87,97,9,-92,39,53,92,346,639,629,590,361,351,58,-244
82,92,9,-87,36,51,68,268,517,502,468,302,287,58,-200
63,82,19,-73,21,51,48,204,400,375,351,234,214,58,-170
48,73,24,-61,12,48,43,156,307,283,258,170,165,53,-141
29,63,34,-46,-2,48,39,112,229,195,175,122,117,48,-112
19,53,34,-36,-7,43,39,82,151,122,97,78,63,34,-87
4,39,34,-21,-14,36,39,43,87,48,29,34,24,24,-58
-4,19,24,-7,-14,21,34,24,43,0,-14,4,-9,19,-48
-9,9,19,0,-14,14,34,9,14,-34,-48,-24,-34,9,-39
-19,-4,14,12,-17,4,29,4,-14,-68,-87,-39,-53,9,-29
-24,-9,14,17,-19,2,29,-4,-43,-97,-117,-48,-68,4,-19
-24,-9,14,17,-19,2,29,-14,-58,-112,-131,-68,-78,-4,-9
-29,-24,4,26,-17,-9,24,-14,-73,-122,-136,-78,-87,-9,-9
-34,-29,4,31,-19,-12,24,-19,-82,-131,-141,-78,-97,-14,0
-39,-29,9,34,-24,-9,24,-29,-92,-146,-151,-87,-97,-14,0
-39,-34,4,36,-21,-14,24,-29,-97,-151,-161,-92,-102,-14,4
-43,-34,9,39,-26,-12,24,-34,-97,-151,-161,-97,-107,-14,4
-43,-34,9,39,-26,-12,24,-34,-102,-156,-161,-102,-107,-19,9
-43,-34,9,39,-26,-12,24,-34,-107,-161,-165,-102,-102,-19,19
-48,-39,9,43,-29,-14,24,-34,-107,-165,-170,-102,-102,-19,19
-48,-39,9,43,-29,-14,24,-39,-112,-170,-175,-102,-107,-19,19
-48,-43,4,46,-26,-19,24,-39,-117,-175,-175,-102,-112,-24,19
-48,-48,0,48,-24,-24,24,-39,-117,-175,-175,-107,-117,-24,14
-48,-48,0,48,-24,-24,24,-43,-122,-180,-175,-112,-117,-24,19
-48,-43,4,46,-26,-19,24,-43,-122,-180,-175,-117,-117,-24,19
-48,-43,4,46,-26,-19,24,-43,-126,-185,-180,-117,-117,-24,19
-43,-43,0,43,-21,-21,24,-43,-126,-185,-190,-117,-117,-24,19
-43,-43,0,43,-21,-21,24,-43,-131,-185,-190,-117,-122,-34,19
-53,-48,4,51,-29,-21,24,-43,-136,-185,-190,-122,-122,-43,19
-53,-48,4,51,-29,-21,24,-43,-136,-185,-190,-122,-122,-34,19
-53,-48,4,51,-29,-21,24,-43,-136,-185,-190,-122,-122,-29,19
-53,-48,4,51,-29,-21,24,-43,-136,-185,-190,-122,-122,-29,19
-53,-48,4,51,-29,-21,24,-43,-136,-185,-190,-122,-122,-29,19
-53,-48,4,51,-29,-21,19,-43,-136,-185,-185,-122,-122,-34,19
-53,-48,4,51,-29,-21,14,-39,-136,-185,-180,-122,-122,-39,19
-53,-48,4,51,-29,-21,19,-39,-136,-185,-180,-122,-122,-39,19
-53,-53,0,53,-26,-26,19,-39,-136,-180,-180,-122,-122,-39,19
-53,-53,0,53,-26,-26,24,-39,-131,-180,-180,-122,-122,-39,14
-53,-53,0,53,-26,-26,24,-34,-126,-175,-175,-122,-122,-39,14
-53,-48,4,51,-29,-21,24,-34,-122,-175,-170,-117,-117,-39,14
-58,-48,9,53,-34,-19,29,-34,-122,-175,-170,-117,-112,-39,14
-58,-48,9,53,-34,-19,29,-34,-117,-170,-165,-117,-107,-39,14
-58,-48,9,53,-34,-19,29,-34,-117,-165,-161,-117,-107,-34,14
-58,-48,9,53,-34,-19,29,-34,-112,-161,-161,-112,-107,-34,14
-58,-48,9,53,-34,-19,29,-34,-112,-156,-156,-112,-107,-34,14
-53,-43,9,48,-31,-17,24,-29,-107,-156,-151,-107,-107,-39,14
-48,-43,4,46,-26,-19,24,-29,-102,-151,-151,-107,-107,-39,9
-48,-48,0,48,-24,-24,24,-29,-97,-146,-146,-107,-102,-34,9
-48,-53,-4,51,-21,-29,24,-29,-87,-131,-146,-102,-92,-34,9
-48,-53,-4,51,-21,-29,24,-29,-87,-131,-141,-102,-92,-29,9
-43,-53,-9,48,-17,-31,19,-29,-87,-131,-136,-97,-87,-24,9
-43,-53,-9,48,-17,-31,19,-29,-82,-131,-131,-92,-82,-24,9
-43,-53,-9,48,-17,-31,19,-29,-78,-126,-131,-82,-82,-19,9
-48,-43,4,46,-26,-19,14,-29,-73,-126,-126,-82,-82,-24,9
-48,-39,9,43,-29,-14,14,-24,-73,-126,-126,-78,-82,-29,9
-43,-39,4,41,-24,-17,19,-24,-73,-122,-126,-78,-78,-29,4
-43,-39,4,41,-24,-17,24,-29,-73,-122,-122,-78,-78,-29,4
-43,-39,4,41,-24,-17,24,-29,-73,-122,-117,-78,-78,-34,4
-39,-39,0,39,-19,-19,24,-29,-73,-122,-112,-78,-78,-34,4
-39,-34,4,36,-21,-14,24,-29,-68,-122,-112,-73,-82,-29,9
-39,-34,4,36,-21,-14,24,-29,-68,-122,-117,-73,-87,-29,9
-43,-34,9,39,-26,-12,24,-29,-68,-122,-117,-73,-87,-29,9
-43,-34,9,39,-26,-12,24,-29,-68,-122,-117,-73,-82,-29,9
-43,-43,0,43,-21,-21,24,-29,-68,-122,-117,-78,-82,-29,9
-43,-48,-4,46,-19,-26,24,-29,-68,-122,-117,-78,-82,-34,4
-43,-43,0,43,-21,-21,24,-29,-73,-126,-117,-78,-82,-29,4
-43,-43,0,43,-21,-21,24,-29,-73,-126,-122,-78,-82,-19,4
-43,-43,0,43,-21,-21,19,-29,-73,-126,-122,-78,-82,-19,4
-48,-48,0,48,-24,-24,19,-29,-78,-126,-126,-78,-87,-19,9
-48,-48,0,48,-24,-24,19,-29,-78,-126,-126,-78,-87,-24,9
-48,-48,0,48,-24,-24,19,-29,-78,-126,-126,-78,-87,-29,9
-48,-48,0,48,-24,-24,19,-29,-78,-126,-126,-78,-87,-29,9
-43,-43,0,43,-21,-21,19,-29,-78,-126,-126,-78,-87,-29,9
-43,-43,0,43,-21,-21,19,-29,-78,-126,-126,-78,-87,-29,9
-43,-34,9,39,-26,-12,19,-29,-78,-126,-126,-78,-92,-19,0
-34,-24,9,29,-21,-7,29,-24,-68,-117,-126,-78,-92,-14,-9
-29,-4,24,17,-26,9,53,-4,-63,-107,-122,-78,-92,0,-24
-14,14,29,0,-21,21,82,14,-48,-92,-107,-68,-92,19,-43
